"","id","kistelepules","total","fidesz","ellenzek","is_fidesz","is_ellenzek","megyeid","megye","telepid","telep","oevk","szavazokor","ervenyes","ervenytelen","part","values"
"900","csikvánd-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",26,"Csikvánd",3,"001",269,0.0218181818181818,"lmp",0.0290909090909091
"901","csipkerek-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",29,"Csipkerek",3,"001",205,0.00485436893203883,"lmp",0.029126213592233
"902","csönge-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",30,"Csönge",2,"001",210,0.004739336492891,"lmp",0.004739336492891
"903","csonkamindszent-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",49,"Csonkamindszent",4,"001",85,0.0340909090909091,"lmp",0
"904","csörnyeföld-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",41,"Csörnyeföld",3,"001",188,0.00529100529100529,"lmp",0.0211640211640212
"905","csörötnek-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",31,"Csörötnek",3,"001",425,0.0116279069767442,"lmp",0.0418604651162791
"906","dabrony-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",53,"Dabrony",4,"001",172,0.0114942528735632,"lmp",0.0114942528735632
"907","daraboshegy-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",32,"Daraboshegy",3,"001",55,0.0350877192982456,"lmp",0.0175438596491228
"908","darnó-001",1,2,1,0,1,"nincs ellenzéki",16,"SZABOLCS-SZATMÁR-BEREG",28,"Darnó",4,"001",68,0.0285714285714286,"lmp",0.0285714285714286
"909","dédestapolcsány-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",71,"Dédestapolcsány",4,"001",756,0.0104712041884817,"lmp",0.0615183246073298
"910","diósberény-001",1,2,0,1,0,"van ellenzéki",17,"TOLNA",19,"Diósberény",2,"001",164,0.0681818181818182,"lmp",0.0113636363636364
"911","dobronhegy-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",44,"Dobronhegy",1,"001",97,0.03,"lmp",0
"912","döbrönte-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",57,"Döbrönte",4,"001",170,0.00584795321637427,"lmp",0.0409356725146199
"913","döröske-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",35,"Döröske",3,"001",58,0.0169491525423729,"lmp",0
"914","dövény-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",73,"Dövény",3,"001",154,0.0191082802547771,"lmp",0.0318471337579618
"915","drávacsepely-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",55,"Drávacsepely",4,"001",105,0.0540540540540541,"lmp",0.0630630630630631
"916","drávagárdony-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",47,"Drávagárdony",2,"001",75,0.025974025974026,"lmp",0.012987012987013
"917","duka-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",36,"Duka",3,"001",123,0.00806451612903226,"lmp",0.00806451612903226
"918","dunaremete-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",32,"Dunaremete",5,"001",147,0.02,"lmp",0.0266666666666667
"919","dúzs-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",24,"Dúzs",2,"001",120,0.024390243902439,"lmp",0.0650406504065041
"920","ebergoc-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",36,"Ebergoc",4,"001",95,0.0104166666666667,"lmp",0.03125
"921","edde-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",50,"Edde",3,"001",86,0.0114942528735632,"lmp",0.0344827586206897
"922","egerág-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",65,"Egerág",3,"001",545,0.00728597449908925,"lmp",0.087431693989071
"923","égerszög-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",81,"Égerszög",3,"001",38,0.0256410256410256,"lmp",0
"924","egyházaskeszo-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",61,"Egyházaskeszo",4,"001",214,0.0138248847926267,"lmp",0.0138248847926267
"925","ellend-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",68,"Ellend",2,"001",129,0.0152671755725191,"lmp",0.083969465648855
"926","enese-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",40,"Enese",3,"001",982,0.0100806451612903,"lmp",0.0604838709677419
"927","fancsal-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",82,"Fancsal",4,"001",201,0.0195121951219512,"lmp",0.0585365853658537
"928","felpéc-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",45,"Felpéc",2,"001",520,0.00763358778625954,"lmp",0.0553435114503817
"929","felsokelecsény-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",88,"Felsokelecsény",3,"001",170,0.0229885057471264,"lmp",0.0229885057471264
"930","felsoszölnök-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",44,"Felsoszölnök",3,"001",315,0.0125391849529781,"lmp",0.0250783699059561
"931","felsovadász-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",92,"Felsovadász",4,"001",183,0.128571428571429,"lmp",0.019047619047619
"932","fenyofo-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",46,"Fenyofo",2,"001",68,0.0422535211267606,"lmp",0.0985915492957746
"933","fertoendréd-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",49,"Fertoendréd",3,"001",389,0.0076530612244898,"lmp",0.0357142857142857
"934","filkeháza-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",94,"Filkeháza",5,"001",65,0.0298507462686567,"lmp",0.0298507462686567
"935","fityeház-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",54,"Fityeház",3,"001",354,0.0111731843575419,"lmp",0.0335195530726257
"936","fulókércs-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",97,"Fulókércs",5,"001",116,0.0569105691056911,"lmp",0
"937","fuzvölgy-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",55,"Fuzvölgy",3,"001",85,0.0229885057471264,"lmp",0.0114942528735632
"938","gáborjánháza-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",58,"Gáborjánháza",1,"001",42,0.0232558139534884,"lmp",0
"939","gadna-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",102,"Gadna",4,"001",118,0.0166666666666667,"lmp",0
"940","gálosfa-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",59,"Gálosfa",1,"001",119,0.00833333333333333,"lmp",0.00833333333333333
"941","garé-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",77,"Garé",4,"001",167,0.0290697674418605,"lmp",0.0523255813953488
"942","gasztony-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",45,"Gasztony",3,"001",240,0.004149377593361,"lmp",0.033195020746888
"943","gelénes-001",1,2,1,0,1,"nincs ellenzéki",16,"SZABOLCS-SZATMÁR-BEREG",43,"Gelénes",4,"001",288,0.0170648464163823,"lmp",0.0068259385665529
"944","gerényes-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",80,"Gerényes",4,"001",80,0.024390243902439,"lmp",0.0365853658536585
"945","gerjen-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",31,"Gerjen",3,"001",607,0.00654664484451719,"lmp",0.0392798690671031
"946","gersekarát-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",47,"Gersekarát",3,"001",384,0.0103092783505155,"lmp",0.0283505154639175
"947","göncruszka-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",114,"Göncruszka",5,"001",268,0.0147058823529412,"lmp",0.0294117647058824
"948","gosfa-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",65,"Gosfa",2,"001",164,0.00606060606060606,"lmp",0.0242424242424242
"949","grábóc-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",32,"Grábóc",2,"001",88,0.0112359550561798,"lmp",0.0898876404494382
"950","gyarmat-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",56,"Gyarmat",3,"001",793,0.00251572327044025,"lmp",0.0540880503144654
"951","gyöngyösfalu-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",51,"Gyöngyösfalu",2,"001",661,0.00750750750750751,"lmp",0.0915915915915916
"952","györe-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",34,"Györe",2,"001",337,0.00882352941176471,"lmp",0.0294117647058824
"953","gyorladamér-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",61,"Gyorladamér",5,"001",1011,0.00785083415112856,"lmp",0.0726202158979392
"954","gyügye-001",1,2,1,0,1,"nincs ellenzéki",16,"SZABOLCS-SZATMÁR-BEREG",52,"Gyügye",4,"001",154,0.0434782608695652,"lmp",0.031055900621118
"955","gyulaj-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",36,"Gyulaj",2,"001",329,0.012012012012012,"lmp",0.018018018018018
"956","hács-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",66,"Hács",3,"001",175,0.0223463687150838,"lmp",0.0279329608938547
"957","halogy-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",54,"Halogy",3,"001",172,0.0114942528735632,"lmp",0.00574712643678161
"958","hangács-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",117,"Hangács",4,"001",290,0.0102389078498294,"lmp",0.0238907849829352
"959","harc-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",37,"Harc",2,"001",453,0.0109170305676856,"lmp",0.091703056768559
"960","hásságy-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",90,"Hásságy",2,"001",179,0.0164835164835165,"lmp",0.032967032967033
"961","hegyfalu-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",56,"Hegyfalu",2,"001",421,0.00707547169811321,"lmp",0.0636792452830189
"962","hegyháthodász-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",57,"Hegyháthodász",3,"001",112,0.00884955752212389,"lmp",0.00884955752212389
"963","hegyhátsál-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",58,"Hegyhátsál",3,"001",99,0.0198019801980198,"lmp",0.0594059405940594
"964","hegyhátszentmárton-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",60,"Hegyhátszentmárton",3,"001",44,0.0222222222222222,"lmp",0.0222222222222222
"965","hegyhátszentpéter-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",61,"Hegyhátszentpéter",3,"001",96,0.0103092783505155,"lmp",0.0206185567010309
"966","hegyszentmárton-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",92,"Hegyszentmárton",4,"001",198,0.0388349514563107,"lmp",0.0242718446601942
"967","hernyék-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",71,"Hernyék",1,"001",50,0.0384615384615385,"lmp",0.0384615384615385
"968","hetvehely-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",94,"Hetvehely",4,"001",235,0.0208333333333333,"lmp",0.0458333333333333
"969","hevesaranyos-001",1,2,1,0,1,"nincs ellenzéki",10,"HEVES",49,"Hevesaranyos",2,"001",271,0.028673835125448,"lmp",0.014336917562724
"970","hidegkút-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",78,"Hidegkút",2,"001",255,0.0192307692307692,"lmp",0.0923076923076923
"971","homrogd-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",142,"Homrogd",4,"001",437,0.0090702947845805,"lmp",0.00226757369614512
"972","horvátzsidány-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",63,"Horvátzsidány",2,"001",488,0.00204498977505112,"lmp",0.0572597137014315
"973","hosszúvölgy-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",74,"Hosszúvölgy",3,"001",108,0.0181818181818182,"lmp",0.0272727272727273
"974","imola-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",144,"Imola",3,"001",61,0.0317460317460317,"lmp",0.0158730158730159
"975","ináncs-001",1,2,0,1,0,"van ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",145,"Ináncs",4,"001",591,0.0166389351081531,"lmp",0.0848585690515807
"976","iszkáz-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",81,"Iszkáz",4,"001",184,0.010752688172043,"lmp",0
"977","ivád-001",1,2,1,0,1,"nincs ellenzéki",10,"HEVES",53,"Ivád",2,"001",218,0.00909090909090909,"lmp",0.0136363636363636
"978","ivánbattyán-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",106,"Ivánbattyán",3,"001",63,0.015625,"lmp",0.015625
"979","ivándárda-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",107,"Ivándárda",3,"001",133,0.0220588235294118,"lmp",0.0588235294117647
"980","izmény-001",1,2,0,1,0,"van ellenzéki",17,"TOLNA",40,"Izmény",2,"001",236,0.020746887966805,"lmp",0.029045643153527
"981","jákfa-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",70,"Jákfa",2,"001",290,0.00684931506849315,"lmp",0.0410958904109589
"982","kalaznó-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",44,"Kalaznó",2,"001",69,0.0142857142857143,"lmp",0.0285714285714286
"983","kallósd-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",79,"Kallósd",2,"001",59,0.0327868852459016,"lmp",0
"984","kánya-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",97,"Kánya",4,"001",198,0.0050251256281407,"lmp",0.0402010050251256
"985","kaposkeresztúr-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",87,"Kaposkeresztúr",1,"001",118,0.0483870967741935,"lmp",0
"986","karakószörcsök-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",85,"Karakószörcsök",4,"001",166,0.00598802395209581,"lmp",0.0239520958083832
"987","kárász-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",111,"Kárász",3,"001",167,0.0176470588235294,"lmp",0.1
"988","katádfa-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",109,"Katádfa",4,"001",70,0.0140845070422535,"lmp",0
"989","keléd-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",76,"Keléd",3,"001",39,0.0487804878048781,"lmp",0.0487804878048781
"990","kelevíz-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",99,"Kelevíz",3,"001",186,0.0106382978723404,"lmp",0.0478723404255319
"991","kemeneshogyész-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",88,"Kemeneshogyész",4,"001",231,0.00431034482758621,"lmp",0.021551724137931
"992","kemenessömjén-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",81,"Kemenessömjén",2,"001",334,0.00890207715133531,"lmp",0.0385756676557863
"993","kemenesszentmárton-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",82,"Kemenesszentmárton",2,"001",101,0.0288461538461538,"lmp",0.0384615384615385
"994","keménfa-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",86,"Keménfa",1,"001",40,0.0476190476190476,"lmp",0.0238095238095238
"995","kenéz-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",84,"Kenéz",3,"001",140,0.0140845070422535,"lmp",0.0633802816901408
"996","kenyeri-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",85,"Kenyeri",2,"001",510,0.00970873786407767,"lmp",0.0407766990291262
"997","kercaszomor-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",86,"Kercaszomor",3,"001",133,0.00746268656716418,"lmp",0.00746268656716418
"998","kercseliget-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",100,"Kercseliget",1,"001",166,0.0177514792899408,"lmp",0.0177514792899408
"999","keresztéte-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",160,"Keresztéte",4,"001",18,0.0526315789473684,"lmp",0
"1000","kerkakutas-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",90,"Kerkakutas",1,"001",73,0.0135135135135135,"lmp",0
"1001","kétvölgy-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",88,"Kétvölgy",3,"001",68,0.0285714285714286,"lmp",0.0714285714285714
"1002","királyegyháza-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",119,"Királyegyháza",4,"001",412,0.00961538461538462,"lmp",0.0552884615384615
"1003","kisasszond-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",103,"Kisasszond",2,"001",83,0.0119047619047619,"lmp",0.107142857142857
"1004","kisbárapáti-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",105,"Kisbárapáti",4,"001",185,0.0211640211640212,"lmp",0.0211640211640212
"1005","kisberzseny-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",94,"Kisberzseny",4,"001",55,0.0178571428571429,"lmp",0
"1006","kisbodak-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",85,"Kisbodak",5,"001",219,0.00454545454545455,"lmp",0.0545454545454545
"1007","kiscsehi-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",96,"Kiscsehi",3,"001",115,0.0254237288135593,"lmp",0.0423728813559322
"1008","kiscsosz-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",95,"Kiscsosz",4,"001",62,0.0461538461538462,"lmp",0.0153846153846154
"1009","kisdombegyház-001",1,2,1,0,1,"nincs ellenzéki",4,"BÉKÉS",36,"Kisdombegyház",4,"001",227,0.0257510729613734,"lmp",0.0171673819742489
"1010","kisfalud-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",86,"Kisfalud",3,"001",484,0.00819672131147541,"lmp",0.0286885245901639
"1011","kisgörbo-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",97,"Kisgörbo",2,"001",77,0.0128205128205128,"lmp",0.0512820512820513
"1012","kishajmás-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",125,"Kishajmás",4,"001",76,0.0379746835443038,"lmp",0.126582278481013
"1013","kisharsány-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",126,"Kisharsány",3,"001",244,0.00813008130081301,"lmp",0.0487804878048781
"1014","kishartyán-001",1,2,1,0,1,"nincs ellenzéki",13,"NÓGRÁD",60,"Kishartyán",1,"001",316,0.0246913580246914,"lmp",0.0462962962962963
"1015","kiskinizs-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",167,"Kiskinizs",4,"001",186,0.0210526315789474,"lmp",0.0105263157894737
"1016","kismányok-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",50,"Kismányok",2,"001",179,0.0218579234972678,"lmp",0.0273224043715847
"1017","kisnamény-001",1,2,1,0,1,"nincs ellenzéki",16,"SZABOLCS-SZATMÁR-BEREG",73,"Kisnamény",4,"001",150,0.0131578947368421,"lmp",0.00657894736842105
"1018","kissomlyó-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",90,"Kissomlyó",3,"001",124,0.0676691729323308,"lmp",0.0451127819548872
"1019","kissziget-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",101,"Kissziget",3,"001",90,0.032258064516129,"lmp",0.032258064516129
"1020","kisszolos-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",98,"Kisszolos",4,"001",59,0.0166666666666667,"lmp",0
"1021","kistolmács-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",102,"Kistolmács",3,"001",79,0.0246913580246914,"lmp",0.0123456790123457
"1022","kistormás-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",52,"Kistormás",2,"001",155,0.0127388535031847,"lmp",0.0191082802547771
"1023","kisunyom-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",91,"Kisunyom",3,"001",256,0.0191570881226054,"lmp",0.053639846743295
"1024","kiszsidány-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",92,"Kiszsidány",2,"001",46,0.0416666666666667,"lmp",0.0416666666666667
"1025","köblény-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",142,"Köblény",3,"001",112,0.00884955752212389,"lmp",0.0884955752212389
"1026","köcsk-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",94,"Köcsk",3,"001",149,0.0132450331125828,"lmp",0.0132450331125828
"1027","kocsola-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",54,"Kocsola",2,"001",478,0.00623700623700624,"lmp",0.0207900207900208
"1028","kokad-001",1,2,1,0,1,"nincs ellenzéki",9,"HAJDÚ-BIHAR",42,"Kokad",3,"001",250,0.015748031496063,"lmp",0.0275590551181102
"1029","komlósd-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",109,"Komlósd",2,"001",104,0.00952380952380952,"lmp",0.0476190476190476
"1030","kondorfa-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",93,"Kondorfa",3,"001",304,0.00977198697068404,"lmp",0.0195439739413681
"1031","koppányszántó-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",55,"Koppányszántó",2,"001",162,0.0121951219512195,"lmp",0.0304878048780488
"1032","koröstetétlen-001",1,2,1,0,1,"nincs ellenzéki",14,"PEST",74,"Koröstetétlen",12,"001",418,0.0210772833723653,"lmp",0.0374707259953162
"1033","koszegdoroszló-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",97,"Koszegdoroszló",2,"001",157,0.01875,"lmp",0.03125
"1034","koszegszerdahely-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",99,"Koszegszerdahely",2,"001",301,0.0033112582781457,"lmp",0.0629139072847682
"1035","kovácshida-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",138,"Kovácshida",4,"001",124,0.0158730158730159,"lmp",0.0793650793650794
"1036","kovácsszénája-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",139,"Kovácsszénája",4,"001",45,0.0217391304347826,"lmp",0.152173913043478
"1037","kovágótöttös-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",146,"Kovágótöttös",4,"001",164,0.0238095238095238,"lmp",0.0535714285714286
"1038","külsosárd-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",106,"Külsosárd",1,"001",41,0.0238095238095238,"lmp",0.0238095238095238
"1039","ládbesenyo-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",182,"Ládbesenyo",4,"001",136,0.0144927536231884,"lmp",0.0072463768115942
"1040","lak-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",180,"Lak",4,"001",339,0.0145348837209302,"lmp",0
"1041","lapáncsa-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",147,"Lapáncsa",3,"001",105,0.00943396226415094,"lmp",0.0188679245283019
"1042","léh-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",184,"Léh",4,"001",228,0.0338983050847458,"lmp",0.0169491525423729
"1043","lendvajakabfa-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",110,"Lendvajakabfa",1,"001",22,0.0434782608695652,"lmp",0.130434782608696
"1044","lesencefalu-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",105,"Lesencefalu",3,"001",169,0.0116959064327485,"lmp",0.0409356725146199
"1045","lippó-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",150,"Lippó",3,"001",267,0.0111111111111111,"lmp",0.0592592592592593
"1046","lócs-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",100,"Lócs",2,"001",64,0.0153846153846154,"lmp",0
"1047","lórév-001",1,2,1,0,1,"nincs ellenzéki",14,"PEST",77,"Lórév",11,"001",180,0.010989010989011,"lmp",0.0549450549450549
"1048","lukácsháza-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",101,"Lukácsháza",2,"001",685,0.00291120815138282,"lmp",0.0756914119359534
"1049","lulla-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",120,"Lulla",4,"001",125,0.00793650793650794,"lmp",0.0714285714285714
"1050","lúzsok-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",154,"Lúzsok",4,"001",81,0.0240963855421687,"lmp",0.0963855421686747
"1051","magyarbóly-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",155,"Magyarbóly",3,"001",459,0.0213219616204691,"lmp",0.0405117270788913
"1052","magyardombegyház-001",1,2,1,0,1,"nincs ellenzéki",4,"BÉKÉS",46,"Magyardombegyház",4,"001",98,0.02,"lmp",0.01
"1053","magyaregregy-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",156,"Magyaregregy",3,"001",398,0.0172839506172839,"lmp",0.0814814814814815
"1054","magyarlukafa-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",158,"Magyarlukafa",4,"001",48,0.04,"lmp",0
"1055","magyarnádalja-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",103,"Magyarnádalja",3,"001",152,0.0193548387096774,"lmp",0.0387096774193548
"1056","magyarsarlós-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",160,"Magyarsarlós",2,"001",175,0.00568181818181818,"lmp",0.0681818181818182
"1057","magyarszék-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",161,"Magyarszék",4,"001",607,0.00654664484451719,"lmp",0.0687397708674304
"1058","magyarszombatfa-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",105,"Magyarszombatfa",3,"001",166,0.0119047619047619,"lmp",0.0416666666666667
"1059","mánd-001",1,2,1,0,1,"nincs ellenzéki",16,"SZABOLCS-SZATMÁR-BEREG",90,"Mánd",4,"001",157,0.01875,"lmp",0.0375
"1060","mánfa-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",170,"Mánfa",2,"001",407,0.00488997555012225,"lmp",0.183374083129584
"1061","markotabödöge-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",98,"Markotabödöge",3,"001",262,0.00380228136882129,"lmp",0.0342205323193916
"1062","márok-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",173,"Márok",3,"001",252,0.0078740157480315,"lmp",0.0196850393700787
"1063","mátételke-001",1,2,1,0,1,"nincs ellenzéki",3,"BÁCS-KISKUN",81,"Mátételke",6,"001",250,0.015748031496063,"lmp",0.0354330708661417
"1064","matty-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",168,"Matty",4,"001",186,0.0053475935828877,"lmp",0.0213903743315508
"1065","mecsekpölöske-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",176,"Mecsekpölöske",4,"001",225,0.00442477876106195,"lmp",0.0707964601769911
"1066","meggyeskovácsi-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",106,"Meggyeskovácsi",3,"001",330,0.0178571428571429,"lmp",0.0178571428571429
