"","id","kistelepules","total","fidesz","ellenzek","is_fidesz","is_ellenzek","megyeid","megye","telepid","telep","oevk","szavazokor","ervenyes","ervenytelen","part","values"
"1938","nagypirit-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",130,"Nagypirit",4,"001",160,0.0123456790123457,"dk",0.0185185185185185
"1939","nagyrákos-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",117,"Nagyrákos",3,"001",163,0.0180722891566265,"dk",0.0180722891566265
"1940","nagyszékely-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",72,"Nagyszékely",3,"001",215,0.0227272727272727,"dk",0.0318181818181818
"1941","nagytevel-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",131,"Nagytevel",4,"001",321,0.00925925925925926,"dk",0.00925925925925926
"1942","nagyváty-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",195,"Nagyváty",4,"001",180,0.0217391304347826,"dk",0.0108695652173913
"1943","négyes-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",215,"Négyes",7,"001",166,0.0177514792899408,"dk",0.112426035502959
"1944","nemesapáti-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",141,"Nemesapáti",2,"001",256,0.0153846153846154,"dk",0.0423076923076923
"1945","nemesbod-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",123,"Nemesbod",2,"001",376,0.0079155672823219,"dk",0.0184696569920844
"1946","nemeshany-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",135,"Nemeshany",3,"001",209,0.00947867298578199,"dk",0.014218009478673
"1947","nemeskocs-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",126,"Nemeskocs",3,"001",200,0.0099009900990099,"dk",0.0297029702970297
"1948","nemesnép-001",1,2,0,1,0,"van ellenzéki",20,"ZALA",144,"Nemesnép",1,"001",76,0.012987012987013,"dk",0.051948051948052
"1949","nemespátró-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",145,"Nemespátró",3,"001",139,0.0141843971631206,"dk",0.0212765957446809
"1950","nemesszalók-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",136,"Nemesszalók",4,"001",489,0.00204081632653061,"dk",0.0244897959183673
"1951","nemesszentandrás-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",148,"Nemesszentandrás",2,"001",143,0.0272108843537415,"dk",0.0272108843537415
"1952","nemesvámos-001",1,2,0,0,0,"nincs ellenzéki",19,"VESZPRÉM",137,"Nemesvámos",1,"001",840,0.00237529691211401,"dk",0.0249406175771971
"1953","németbánya-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",139,"Németbánya",4,"001",62,0.0158730158730159,"dk",0
"1954","németfalu-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",149,"Németfalu",1,"001",123,0.016,"dk",0.04
"1955","nick-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",131,"Nick",2,"001",326,0.00305810397553517,"dk",0.036697247706422
"1956","nyim-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",142,"Nyim",4,"001",168,0.00591715976331361,"dk",0.0177514792899408
"1957","nyugotszenterzsébet-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",197,"Nyugotszenterzsébet",4,"001",118,0.0247933884297521,"dk",0.0495867768595041
"1958","óbudavár-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",146,"Óbudavár",2,"001",34,0.0555555555555556,"dk",0
"1959","ófalu-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",206,"Ófalu",3,"001",194,0.0348258706467662,"dk",0.0199004975124378
"1960","okorág-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",198,"Okorág",4,"001",69,0.028169014084507,"dk",0.028169014084507
"1961","olaszfa-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",133,"Olaszfa",3,"001",204,0.0144927536231884,"dk",0.0241545893719807
"1962","ölbo-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",138,"Ölbo",2,"001",407,0.00488997555012225,"dk",0.0635696821515892
"1963","orimagyarósd-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",139,"Orimagyarósd",3,"001",141,0.00704225352112676,"dk",0.028169014084507
"1964","ormándlak-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",153,"Ormándlak",1,"001",65,0.0298507462686567,"dk",0
"1965","ortaháza-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",155,"Ortaháza",3,"001",60,0.0163934426229508,"dk",0
"1966","örvényes-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",148,"Örvényes",2,"001",103,0.00961538461538462,"dk",0
"1967","ostffyasszonyfa-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",135,"Ostffyasszonyfa",2,"001",433,0.00688073394495413,"dk",0.036697247706422
"1968","pálfiszeg-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",163,"Pálfiszeg",1,"001",95,0.0306122448979592,"dk",0.0102040816326531
"1969","páli-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",118,"Páli",3,"001",240,0.00826446280991736,"dk",0.0289256198347107
"1970","pálmajor-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",153,"Pálmajor",3,"001",141,0.00704225352112676,"dk",0
"1971","pamuk-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",149,"Pamuk",3,"001",123,0.0238095238095238,"dk",0.00793650793650794
"1972","pankasz-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",141,"Pankasz",3,"001",258,0.00769230769230769,"dk",0.00384615384615385
"1973","pápadereske-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",154,"Pápadereske",4,"001",160,0.0062111801242236,"dk",0.0496894409937888
"1974","pápasalamon-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",156,"Pápasalamon",4,"001",163,0.0239520958083832,"dk",0.0119760479041916
"1975","pápoc-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",143,"Pápoc",2,"001",188,0.0105263157894737,"dk",0.00526315789473684
"1976","pári-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",109,"Pári",3,"001",321,0.0153374233128834,"dk",0.0122699386503067
"1977","pásztori-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",119,"Pásztori",3,"001",176,0.0222222222222222,"dk",0.0944444444444444
"1978","pat-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",161,"Pat",3,"001",99,0.0571428571428571,"dk",0.0285714285714286
"1979","patosfa-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",152,"Patosfa",2,"001",123,0.00806451612903226,"dk",0.0161290322580645
"1980","pecöl-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",144,"Pecöl",3,"001",468,0.0168067226890756,"dk",0.0252100840336134
"1981","pécsbagota-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",218,"Pécsbagota",4,"001",55,0.0178571428571429,"dk",0.0714285714285714
"1982","pénzesgyor-001",1,2,0,1,0,"van ellenzéki",19,"VESZPRÉM",159,"Pénzesgyor",4,"001",210,0.00943396226415094,"dk",0.0330188679245283
"1983","perenye-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",145,"Perenye",2,"001",436,0.00683371298405467,"dk",0.0182232346241458
"1984","peresznye-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",146,"Peresznye",2,"001",328,0.00303951367781155,"dk",0.00911854103343465
"1985","perkupa-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",234,"Perkupa",3,"001",344,0.0254957507082153,"dk",0.0424929178470255
"1986","péterhida-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",154,"Péterhida",2,"001",82,0.0120481927710843,"dk",0.0120481927710843
"1987","petrikeresztúr-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",165,"Petrikeresztúr",1,"001",229,0.0129310344827586,"dk",0.0129310344827586
"1988","pettend-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",216,"Pettend",4,"001",64,0.0303030303030303,"dk",0.0454545454545455
"1989","pinnye-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",124,"Pinnye",4,"001",217,0.0091324200913242,"dk",0.0228310502283105
"1990","pogányszentpéter-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",155,"Pogányszentpéter",2,"001",229,0.0171673819742489,"dk",0.0772532188841202
"1991","porpác-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",150,"Porpác",2,"001",81,0.0240963855421687,"dk",0.0120481927710843
"1992","porva-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",161,"Porva",4,"001",262,0.0187265917602996,"dk",0
"1993","pusztacsalád-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",126,"Pusztacsalád",3,"001",186,0.0053475935828877,"dk",0.0106951871657754
"1994","pusztacsó-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",152,"Pusztacsó",2,"001",107,0.0446428571428571,"dk",0
"1995","pusztaszentlászló-001",1,2,0,1,0,"van ellenzéki",20,"ZALA",176,"Pusztaszentlászló",3,"001",324,0.00917431192660551,"dk",0.0244648318042813
"1996","rábacsanak-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",130,"Rábacsanak",3,"001",287,0.0069204152249135,"dk",0.027681660899654
"1997","rábagyarmat-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",154,"Rábagyarmat",3,"001",470,0.00843881856540084,"dk",0.00421940928270042
"1998","rábahídvég-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",155,"Rábahídvég",3,"001",526,0.0204841713221601,"dk",0.0353817504655493
"1999","rábaszentmihály-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",137,"Rábaszentmihály",3,"001",309,0.0032258064516129,"dk",0.0354838709677419
"2000","rábaszentmiklós-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",138,"Rábaszentmiklós",3,"001",99,0.01,"dk",0.02
"2001","rábatöttös-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",157,"Rábatöttös",3,"001",145,0.0268456375838926,"dk",0.0268456375838926
"2002","rakacaszend-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",242,"Rakacaszend",4,"001",192,0.00518134715025907,"dk",0.0103626943005181
"2003","rátót-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",159,"Rátót",3,"001",132,0.0075187969924812,"dk",0.037593984962406
"2004","röjtökmuzsaj-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",145,"Röjtökmuzsaj",4,"001",260,0.0151515151515152,"dk",0.0378787878787879
"2005","románd-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",144,"Románd",2,"001",164,0.029585798816568,"dk",0.00591715976331361
"2006","rózsafa-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",228,"Rózsafa",4,"001",167,0.00595238095238095,"dk",0.0714285714285714
"2007","sajógalgóc-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",253,"Sajógalgóc",3,"001",179,0.0164835164835165,"dk",0.0824175824175824
"2008","sajóivánka-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",255,"Sajóivánka",4,"001",356,0.00835654596100279,"dk",0.0445682451253482
"2009","sajókápolna-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",257,"Sajókápolna",4,"001",210,0.0140845070422535,"dk",0.0516431924882629
"2010","sajómercse-001",1,2,0,1,0,"van ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",261,"Sajómercse",3,"001",108,0.00917431192660551,"dk",0.0642201834862385
"2011","salköveskút-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",165,"Salköveskút",2,"001",289,0.00344827586206897,"dk",0.00689655172413793
"2012","sand-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",183,"Sand",3,"001",221,0.0133928571428571,"dk",0.0267857142857143
"2013","sátorhely-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",232,"Sátorhely",3,"001",334,0.00298507462686567,"dk",0.0746268656716418
"2014","selyeb-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",277,"Selyeb",4,"001",197,0.0100502512562814,"dk",0.0301507537688442
"2015","semjénháza-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",186,"Semjénháza",3,"001",329,0.017910447761194,"dk",0.026865671641791
"2016","siklósbodony-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",235,"Siklósbodony",4,"001",65,0.0441176470588235,"dk",0
"2017","simaság-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",169,"Simaság",2,"001",297,0.00335570469798658,"dk",0.023489932885906
"2018","simonfa-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",174,"Simonfa",1,"001",197,0.00505050505050505,"dk",0.0757575757575758
"2019","siójut-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",176,"Siójut",4,"001",310,0.0158730158730159,"dk",0.0285714285714286
"2020","sitke-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",170,"Sitke",2,"001",411,0.0072463768115942,"dk",0.0144927536231884
"2021","somogyacsa-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",179,"Somogyacsa",4,"001",72,0.04,"dk",0.0133333333333333
"2022","somogyaracs-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",180,"Somogyaracs",2,"001",70,0.0410958904109589,"dk",0
"2023","somogydöröcske-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",185,"Somogydöröcske",4,"001",77,0.0128205128205128,"dk",0.0641025641025641
"2024","somogyjád-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",189,"Somogyjád",3,"001",347,0.00857142857142857,"dk",0.06
"2025","somogyszentpál-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",194,"Somogyszentpál",3,"001",254,0.0230769230769231,"dk",0.00769230769230769
"2026","sopronhorpács-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",151,"Sopronhorpács",4,"001",544,0.00548446069469835,"dk",0.0274223034734918
"2027","sopronnémeti-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",153,"Sopronnémeti",3,"001",186,0.0158730158730159,"dk",0.037037037037037
"2028","söpte-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",175,"Söpte",2,"001",483,0.00617283950617284,"dk",0.0534979423868313
"2029","sorkikápolna-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",172,"Sorkikápolna",3,"001",153,0.0129032258064516,"dk",0.0129032258064516
"2030","sóshartyán-001",1,2,1,0,1,"nincs ellenzéki",13,"NÓGRÁD",106,"Sóshartyán",1,"001",372,0.013262599469496,"dk",0.0185676392572944
"2031","sósvertike-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",242,"Sósvertike",4,"001",97,0.0202020202020202,"dk",0.0101010101010101
"2032","szabadi-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",202,"Szabadi",1,"001",147,0.02,"dk",0.0266666666666667
"2033","szakadát-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",89,"Szakadát",2,"001",119,0.00833333333333333,"dk",0.0416666666666667
"2034","szakcs-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",91,"Szakcs",2,"001",363,0.016260162601626,"dk",0.037940379403794
"2035","szaknyér-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",176,"Szaknyér",3,"001",42,0.0232558139534884,"dk",0
"2036","szalatnak-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",246,"Szalatnak",3,"001",173,0.0170454545454545,"dk",0.0568181818181818
"2037","szaporca-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",248,"Szaporca",4,"001",125,0.0310077519379845,"dk",0.0155038759689922
"2038","szarvaskend-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",179,"Szarvaskend",3,"001",157,0.0368098159509202,"dk",0
"2039","szatta-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",180,"Szatta",3,"001",48,0.0204081632653061,"dk",0.0816326530612245
"2040","szegerdo-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",205,"Szegerdo",3,"001",102,0.0467289719626168,"dk",0.0373831775700935
"2041","székelyszabar-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",262,"Székelyszabar",3,"001",293,0.0167785234899329,"dk",0.0268456375838926
"2042","szeleste-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",181,"Szeleste",2,"001",365,0.00544959128065395,"dk",0.0163487738419619
"2043","szemenye-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",182,"Szemenye",3,"001",167,0.00595238095238095,"dk",0.0297619047619048
"2044","szentantalfa-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",177,"Szentantalfa",2,"001",195,0.00510204081632653,"dk",0.0153061224489796
"2045","szentbalázs-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",208,"Szentbalázs",1,"001",183,0.0213903743315508,"dk",0.0748663101604278
"2046","szentdénes-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",257,"Szentdénes",4,"001",141,0.013986013986014,"dk",0.020979020979021
"2047","szentjakabfa-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",181,"Szentjakabfa",2,"001",69,0.0142857142857143,"dk",0.0285714285714286
"2048","szentkatalin-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",259,"Szentkatalin",4,"001",50,0.0384615384615385,"dk",0.0192307692307692
"2049","szilágy-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",264,"Szilágy",2,"001",141,0.00704225352112676,"dk",0.0704225352112676
"2050","szin-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",296,"Szin",3,"001",396,0.0198019801980198,"dk",0.0123762376237624
"2051","szoce-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",187,"Szoce",3,"001",189,0.00526315789473684,"dk",0.0157894736842105
"2052","szokéd-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",268,"Szokéd",3,"001",191,0.0205128205128205,"dk",0.0358974358974359
"2053","szokedencs-001",1,2,1,0,1,"nincs ellenzéki",15,"SOMOGY",215,"Szokedencs",3,"001",139,0.00714285714285714,"dk",0.00714285714285714
"2054","szuhafo-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",302,"Szuhafo",3,"001",91,0.021505376344086,"dk",0.010752688172043
"2055","szulimán-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",269,"Szulimán",4,"001",134,0.0147058823529412,"dk",0.0147058823529412
"2056","takácsi-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",186,"Takácsi",4,"001",499,0.0118811881188119,"dk",0.0217821782178218
"2057","taliándörögd-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",187,"Taliándörögd",3,"001",357,0.00833333333333333,"dk",0.0138888888888889
"2058","tanakajd-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",188,"Tanakajd",3,"001",448,0.013215859030837,"dk",0.0462555066079295
"2059","tékes-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",274,"Tékes",4,"001",100,0.0384615384615385,"dk",0.0865384615384615
"2060","telekes-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",190,"Telekes",3,"001",280,0.0140845070422535,"dk",0.0316901408450704
"2061","teleki-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",223,"Teleki",4,"001",100,0.029126213592233,"dk",0.0194174757281553
"2062","teresztenye-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",314,"Teresztenye",3,"001",15,0.0625,"dk",0.0625
"2063","tésenfa-001",1,2,0,1,0,"van ellenzéki",2,"BARANYA",275,"Tésenfa",4,"001",94,0.0309278350515464,"dk",0
"2064","teskánd-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",204,"Teskánd",1,"001",656,0.0015220700152207,"dk",0.0410958904109589
"2065","tiszainoka-001",1,2,0,1,0,"van ellenzéki",11,"JÁSZ-NAGYKUN-SZOLNOK",60,"Tiszainoka",4,"001",182,0.0267379679144385,"dk",0.0374331550802139
"2066","tiszakóród-001",1,2,1,0,1,"nincs ellenzéki",16,"SZABOLCS-SZATMÁR-BEREG",196,"Tiszakóród",4,"001",403,0.0146699266503667,"dk",0.0440097799511002
"2067","tiszasas-001",1,2,1,0,1,"nincs ellenzéki",11,"JÁSZ-NAGYKUN-SZOLNOK",66,"Tiszasas",4,"001",500,0.0118577075098814,"dk",0.033596837944664
"2068","tiszatardos-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",324,"Tiszatardos",6,"001",129,0.0227272727272727,"dk",0.00757575757575758
"2069","tiszavalk-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",327,"Tiszavalk",7,"001",201,0.0195121951219512,"dk",0.0341463414634146
"2070","tófej-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",208,"Tófej",3,"001",369,0.0212201591511936,"dk",0.0291777188328912
"2071","tokorcs-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",191,"Tokorcs",2,"001",207,0.00956937799043062,"dk",0.0191387559808612
"2072","tornaszentjakab-001",1,2,0,1,0,"van ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",335,"Tornaszentjakab",4,"001",103,0.019047619047619,"dk",0
"2073","tornyosnémeti-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",336,"Tornyosnémeti",5,"001",195,0.0298507462686567,"dk",0.00497512437810945
"2074","tótvázsony-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",191,"Tótvázsony",2,"001",740,0.0106951871657754,"dk",0.0320855614973262
"2075","túristvándi-001",1,2,1,0,1,"nincs ellenzéki",16,"SZABOLCS-SZATMÁR-BEREG",211,"Túristvándi",4,"001",368,0.0264550264550265,"dk",0.0238095238095238
"2076","tüskevár-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",192,"Tüskevár",4,"001",303,0.00328947368421053,"dk",0.00986842105263158
"2077","udvar-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",282,"Udvar",3,"001",80,0.0123456790123457,"dk",0.0246913580246914
"2078","újireg-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",102,"Újireg",2,"001",153,0.0316455696202532,"dk",0.0189873417721519
"2079","újpetre-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",283,"Újpetre",3,"001",481,0.014344262295082,"dk",0.0512295081967213
"2080","ukk-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",194,"Ukk",3,"001",169,0.028735632183908,"dk",0.0517241379310345
"2081","uppony-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",338,"Uppony",3,"001",160,0.0123456790123457,"dk",0.0493827160493827
"2082","vácegres-001",1,2,1,0,1,"nincs ellenzéki",14,"PEST",171,"Vácegres",6,"001",430,0.0160183066361556,"dk",0.022883295194508
"2083","vadna-001",1,2,1,0,1,"nincs ellenzéki",5,"BORSOD-ABAÚJ-ZEMPLÉN",340,"Vadna",4,"001",318,0.00625,"dk",0.0375
"2084","valkonya-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",213,"Valkonya",3,"001",37,0.0263157894736842,"dk",0.105263157894737
"2085","vámoscsalád-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",207,"Vámoscsalád",2,"001",197,0.0100502512562814,"dk",0.0452261306532663
"2086","vámosoroszi-001",1,2,1,0,1,"nincs ellenzéki",16,"SZABOLCS-SZATMÁR-BEREG",223,"Vámosoroszi",4,"001",337,0.0174927113702624,"dk",0.0174927113702624
"2087","várbalog-001",1,2,1,0,1,"nincs ellenzéki",8,"GYOR-MOSON-SOPRON",173,"Várbalog",5,"001",208,0.00952380952380952,"dk",0.0333333333333333
"2088","várda-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",231,"Várda",3,"001",283,0.0139372822299652,"dk",0.0696864111498258
"2089","varsád-001",1,2,1,0,1,"nincs ellenzéki",17,"TOLNA",103,"Varsád",2,"001",185,0.0211640211640212,"dk",0.037037037037037
"2090","vasalja-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",197,"Vasalja",3,"001",194,0.03,"dk",0.01
"2091","vasasszonyfa-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",198,"Vasasszonyfa",2,"001",246,0.00806451612903226,"dk",0.0161290322580645
"2092","vashosszúfalu-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",200,"Vashosszúfalu",3,"001",243,0.0161943319838057,"dk",0.0283400809716599
"2093","vassurány-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",202,"Vassurány",2,"001",491,0.018,"dk",0.026
"2094","vasszilvágy-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",205,"Vasszilvágy",2,"001",251,0.0118110236220472,"dk",0.015748031496063
"2095","vát-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",209,"Vát",2,"001",402,0.0195121951219512,"dk",0.0219512195121951
"2096","vejti-001",1,2,1,0,1,"nincs ellenzéki",2,"BARANYA",290,"Vejti",4,"001",87,0.0113636363636364,"dk",0.113636363636364
"2097","velem-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",210,"Velem",2,"001",235,0.00843881856540084,"dk",0.0548523206751055
"2098","vid-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",206,"Vid",4,"001",56,0.0508474576271186,"dk",0
"2099","vigántpetend-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",207,"Vigántpetend",3,"001",98,0.0101010101010101,"dk",0
"2100","vindornyafok-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",219,"Vindornyafok",2,"001",69,0.0142857142857143,"dk",0.0285714285714286
"2101","viszák-001",1,2,1,0,1,"nincs ellenzéki",18,"VAS",213,"Viszák",3,"001",168,0.00591715976331361,"dk",0.0236686390532544
"2102","vöröstó-001",1,2,1,0,1,"nincs ellenzéki",19,"VESZPRÉM",210,"Vöröstó",2,"001",42,0.0666666666666667,"dk",0.0666666666666667
"2103","vörs-001",1,2,0,1,0,"van ellenzéki",15,"SOMOGY",236,"Vörs",3,"001",239,0.00829875518672199,"dk",0.029045643153527
"2104","zabar-001",1,2,1,0,1,"nincs ellenzéki",13,"NÓGRÁD",128,"Zabar",1,"001",158,0.0246913580246914,"dk",0.0432098765432099
"2105","zalabér-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",227,"Zalabér",2,"001",353,0.00563380281690141,"dk",0.0591549295774648
"2106","zalaháshágy-001",1,2,1,0,1,"nincs ellenzéki",20,"ZALA",232,"Zalaháshágy",1,"001",235,0.00843881856540084,"dk",0.0421940928270042
