"","id","megye","telepules","oevk_szam","jelolo_code","jelolo","biz_szint"
"1","aba-001","fejér","aba","001","597","JOBBIK","SZSZB"
"2","aba-001","fejér","aba","001","641","FIDESZ-KDNP","SZSZB"
"3","aba-001","fejér","aba","001","597","JOBBIK","SZSZB"
"4","aba-001","fejér","aba","001","641","FIDESZ-KDNP","SZSZB"
"5","aba-001","fejér","aba","001","599","DK","SZSZB"
"6","aba-002","fejér","aba","002","599","DK","SZSZB"
"7","aba-002","fejér","aba","002","641","FIDESZ-KDNP","SZSZB"
"8","aba-002","fejér","aba","002","641","FIDESZ-KDNP","SZSZB"
"9","aba-002","fejér","aba","002","597","JOBBIK","SZSZB"
"10","aba-003","fejér","aba","003","641","FIDESZ-KDNP","SZSZB"
"11","aba-003","fejér","aba","003","641","FIDESZ-KDNP","SZSZB"
"12","aba-003","fejér","aba","003","597","JOBBIK","SZSZB"
"13","aba-004","fejér","aba","004","641","FIDESZ-KDNP","SZSZB"
"14","aba-004","fejér","aba","004","641","FIDESZ-KDNP","SZSZB"
"15","aba-004","fejér","aba","004","599","DK","SZSZB"
"16","aba-004","fejér","aba","004","597","JOBBIK","SZSZB"
"17","aba-005","fejér","aba","005","641","FIDESZ-KDNP","SZSZB"
"18","aba-005","fejér","aba","005","599","DK","SZSZB"
"19","aba-005","fejér","aba","005","641","FIDESZ-KDNP","SZSZB"
"20","aba-005","fejér","aba","005","597","JOBBIK","SZSZB"
"21","aba-005","fejér","aba","005","597","JOBBIK","SZSZB"
"22","abádszalók-001","jász-nagykun-szolnok","abádszalók","001","641","FIDESZ-KDNP","SZSZB"
"23","abádszalók-001","jász-nagykun-szolnok","abádszalók","001","641","FIDESZ-KDNP","SZSZB"
"24","abádszalók-001","jász-nagykun-szolnok","abádszalók","001","597","JOBBIK","SZSZB"
"25","abádszalók-002","jász-nagykun-szolnok","abádszalók","002","641","FIDESZ-KDNP","SZSZB"
"26","abádszalók-002","jász-nagykun-szolnok","abádszalók","002","641","FIDESZ-KDNP","SZSZB"
"27","abádszalók-003","jász-nagykun-szolnok","abádszalók","003","641","FIDESZ-KDNP","SZSZB"
"28","abádszalók-003","jász-nagykun-szolnok","abádszalók","003","641","FIDESZ-KDNP","SZSZB"
"29","abádszalók-004","jász-nagykun-szolnok","abádszalók","004","641","FIDESZ-KDNP","SZSZB"
"30","abádszalók-004","jász-nagykun-szolnok","abádszalók","004","599","DK","SZSZB"
"31","abádszalók-004","jász-nagykun-szolnok","abádszalók","004","641","FIDESZ-KDNP","SZSZB"
"32","abádszalók-005","jász-nagykun-szolnok","abádszalók","005","641","FIDESZ-KDNP","SZSZB"
"33","abádszalók-005","jász-nagykun-szolnok","abádszalók","005","641","FIDESZ-KDNP","SZSZB"
"34","abádszalók-005","jász-nagykun-szolnok","abádszalók","005","597","JOBBIK","SZSZB"
"35","abádszalók-005","jász-nagykun-szolnok","abádszalók","005","599","DK","SZSZB"
"36","abaliget-","baranya","abaliget",NA,"641","FIDESZ-KDNP","HVB"
"37","abasár-001","heves","abasár","001","641","FIDESZ-KDNP","SZSZB"
"38","abasár-001","heves","abasár","001",NA,NA,"SZSZB"
"39","abasár-001","heves","abasár","001","641","FIDESZ-KDNP","SZSZB"
"40","abasár-001","heves","abasár","001","597","JOBBIK","SZSZB"
"41","abasár-001","heves","abasár","001","597","JOBBIK","SZSZB"
"42","abasár-002","heves","abasár","002","597","JOBBIK","SZSZB"
"43","abasár-002","heves","abasár","002","641","FIDESZ-KDNP","SZSZB"
"44","abasár-002","heves","abasár","002","641","FIDESZ-KDNP","SZSZB"
"45","abasár-002","heves","abasár","002",NA,NA,"SZSZB"
"46","abaújalpár-","borsod-abaúj-zemplén","abaújalpár",NA,"641","FIDESZ-KDNP","HVB"
"47","abaújkér-001","borsod-abaúj-zemplén","abaújkér","001","641","FIDESZ-KDNP","SZSZB"
"48","abaújkér-001","borsod-abaúj-zemplén","abaújkér","001","644","MSZP-PÁRBESZÉD","SZSZB"
"49","abaújkér-001","borsod-abaúj-zemplén","abaújkér","001","641","FIDESZ-KDNP","SZSZB"
"50","abaújkér-002","borsod-abaúj-zemplén","abaújkér","002","641","FIDESZ-KDNP","SZSZB"
"51","abaújkér-002","borsod-abaúj-zemplén","abaújkér","002","644","MSZP-PÁRBESZÉD","SZSZB"
"52","abaújlak-","borsod-abaúj-zemplén","abaújlak",NA,"641","FIDESZ-KDNP","HVB"
"53","abaújszántó-001","borsod-abaúj-zemplén","abaújszántó","001","641","FIDESZ-KDNP","SZSZB"
"54","abaújszántó-001","borsod-abaúj-zemplén","abaújszántó","001","641","FIDESZ-KDNP","SZSZB"
"55","abaújszántó-001","borsod-abaúj-zemplén","abaújszántó","001","644","MSZP-PÁRBESZÉD","SZSZB"
"56","abaújszántó-002","borsod-abaúj-zemplén","abaújszántó","002","641","FIDESZ-KDNP","SZSZB"
"57","abaújszántó-002","borsod-abaúj-zemplén","abaújszántó","002","641","FIDESZ-KDNP","SZSZB"
"58","abaújszántó-002","borsod-abaúj-zemplén","abaújszántó","002","644","MSZP-PÁRBESZÉD","SZSZB"
"59","abaújszántó-002","borsod-abaúj-zemplén","abaújszántó","002","597","JOBBIK","SZSZB"
"60","abaújszántó-003","borsod-abaúj-zemplén","abaújszántó","003","644","MSZP-PÁRBESZÉD","SZSZB"
"61","abaújszántó-003","borsod-abaúj-zemplén","abaújszántó","003","641","FIDESZ-KDNP","SZSZB"
"62","abaújszántó-003","borsod-abaúj-zemplén","abaújszántó","003","641","FIDESZ-KDNP","SZSZB"
"63","abaújszántó-003","borsod-abaúj-zemplén","abaújszántó","003","597","JOBBIK","SZSZB"
"64","abaújszolnok-","borsod-abaúj-zemplén","abaújszolnok",NA,"644","MSZP-PÁRBESZÉD","HVB"
"65","abaújvár-","borsod-abaúj-zemplén","abaújvár",NA,"641","FIDESZ-KDNP","HVB"
"66","abda-001","gyor-moson-sopron","abda","001","641","FIDESZ-KDNP","SZSZB"
"67","abda-001","gyor-moson-sopron","abda","001","641","FIDESZ-KDNP","SZSZB"
"68","abda-001","gyor-moson-sopron","abda","001","597","JOBBIK","SZSZB"
"69","abda-001","gyor-moson-sopron","abda","001","644","MSZP-PÁRBESZÉD","SZSZB"
"70","abda-002","gyor-moson-sopron","abda","002","641","FIDESZ-KDNP","SZSZB"
"71","abda-002","gyor-moson-sopron","abda","002","641","FIDESZ-KDNP","SZSZB"
"72","abda-003","gyor-moson-sopron","abda","003","641","FIDESZ-KDNP","SZSZB"
"73","abda-003","gyor-moson-sopron","abda","003","641","FIDESZ-KDNP","SZSZB"
"74","abda-004","gyor-moson-sopron","abda","004","641","FIDESZ-KDNP","SZSZB"
"75","abda-004","gyor-moson-sopron","abda","004","641","FIDESZ-KDNP","SZSZB"
"76","abod-","borsod-abaúj-zemplén","abod",NA,"641","FIDESZ-KDNP","HVB"
"77","abod-","borsod-abaúj-zemplén","abod",NA,"641","FIDESZ-KDNP","HVB"
"78","abony-001","pest","abony","001","644","MSZP-PÁRBESZÉD","SZSZB"
"79","abony-001","pest","abony","001","641","FIDESZ-KDNP","SZSZB"
"80","abony-001","pest","abony","001","641","FIDESZ-KDNP","SZSZB"
"81","abony-001","pest","abony","001","597","JOBBIK","SZSZB"
"82","abony-002","pest","abony","002","644","MSZP-PÁRBESZÉD","SZSZB"
"83","abony-002","pest","abony","002","597","JOBBIK","SZSZB"
"84","abony-002","pest","abony","002","641","FIDESZ-KDNP","SZSZB"
"85","abony-003","pest","abony","003","644","MSZP-PÁRBESZÉD","SZSZB"
"86","abony-003","pest","abony","003","597","JOBBIK","SZSZB"
"87","abony-003","pest","abony","003","641","FIDESZ-KDNP","SZSZB"
"88","abony-004","pest","abony","004","641","FIDESZ-KDNP","SZSZB"
"89","abony-004","pest","abony","004","644","MSZP-PÁRBESZÉD","SZSZB"
"90","abony-004","pest","abony","004","597","JOBBIK","SZSZB"
"91","abony-004","pest","abony","004","597","JOBBIK","SZSZB"
"92","abony-005","pest","abony","005","641","FIDESZ-KDNP","SZSZB"
"93","abony-005","pest","abony","005","644","MSZP-PÁRBESZÉD","SZSZB"
"94","abony-005","pest","abony","005","597","JOBBIK","SZSZB"
"95","abony-005","pest","abony","005","641","FIDESZ-KDNP","SZSZB"
"96","abony-006","pest","abony","006","644","MSZP-PÁRBESZÉD","SZSZB"
"97","abony-006","pest","abony","006","641","FIDESZ-KDNP","SZSZB"
"98","abony-006","pest","abony","006","597","JOBBIK","SZSZB"
"99","abony-007","pest","abony","007","597","JOBBIK","SZSZB"
"100","abony-007","pest","abony","007","641","FIDESZ-KDNP","SZSZB"
"101","abony-007","pest","abony","007","599","DK","SZSZB"
"102","abony-008","pest","abony","008","597","JOBBIK","SZSZB"
"103","abony-008","pest","abony","008","641","FIDESZ-KDNP","SZSZB"
"104","abony-008","pest","abony","008","644","MSZP-PÁRBESZÉD","SZSZB"
"105","abony-009","pest","abony","009","641","FIDESZ-KDNP","SZSZB"
"106","abony-009","pest","abony","009","644","MSZP-PÁRBESZÉD","SZSZB"
"107","abony-009","pest","abony","009","597","JOBBIK","SZSZB"
"108","abony-010","pest","abony","010","641","FIDESZ-KDNP","SZSZB"
"109","abony-010","pest","abony","010","597","JOBBIK","SZSZB"
"110","abony-010","pest","abony","010","644","MSZP-PÁRBESZÉD","SZSZB"
"111","abony-011","pest","abony","011","644","MSZP-PÁRBESZÉD","SZSZB"
"112","abony-011","pest","abony","011","641","FIDESZ-KDNP","SZSZB"
"113","abony-011","pest","abony","011","597","JOBBIK","SZSZB"
"114","abony-012","pest","abony","012","644","MSZP-PÁRBESZÉD","SZSZB"
"115","abony-012","pest","abony","012","597","JOBBIK","SZSZB"
"116","abony-012","pest","abony","012","641","FIDESZ-KDNP","SZSZB"
"117","abony-013","pest","abony","013","597","JOBBIK","SZSZB"
"118","abony-013","pest","abony","013","641","FIDESZ-KDNP","SZSZB"
"119","abony-013","pest","abony","013","644","MSZP-PÁRBESZÉD","SZSZB"
"120","abony-014","pest","abony","014","641","FIDESZ-KDNP","SZSZB"
"121","abony-014","pest","abony","014","597","JOBBIK","SZSZB"
"122","abony-014","pest","abony","014","644","MSZP-PÁRBESZÉD","SZSZB"
"123","abony-014","pest","abony","014","641","FIDESZ-KDNP","SZSZB"
"124","abony-015","pest","abony","015","644","MSZP-PÁRBESZÉD","SZSZB"
"125","abony-015","pest","abony","015","641","FIDESZ-KDNP","SZSZB"
"126","abony-015","pest","abony","015","597","JOBBIK","SZSZB"
"127","abony-016","pest","abony","016","644","MSZP-PÁRBESZÉD","SZSZB"
"128","abony-016","pest","abony","016","641","FIDESZ-KDNP","SZSZB"
"129","abony-016","pest","abony","016","641","FIDESZ-KDNP","SZSZB"
"130","abony-016","pest","abony","016","597","JOBBIK","SZSZB"
"131","ábrahámhegy-","veszprém","ábrahámhegy",NA,"597","JOBBIK","HVB"
"132","ábrahámhegy-","veszprém","ábrahámhegy",NA,"644","MSZP-PÁRBESZÉD","HVB"
"133","ábrahámhegy-","veszprém","ábrahámhegy",NA,"641","FIDESZ-KDNP","HVB"
"134","ács-001","komárom-esztergom","ács","001","597","JOBBIK","SZSZB"
"135","ács-001","komárom-esztergom","ács","001","599","DK","SZSZB"
"136","ács-001","komárom-esztergom","ács","001","641","FIDESZ-KDNP","SZSZB"
"137","ács-002","komárom-esztergom","ács","002","641","FIDESZ-KDNP","SZSZB"
"138","ács-002","komárom-esztergom","ács","002","641","FIDESZ-KDNP","SZSZB"
"139","ács-002","komárom-esztergom","ács","002","597","JOBBIK","SZSZB"
"140","ács-003","komárom-esztergom","ács","003","644","MSZP-PÁRBESZÉD","SZSZB"
"141","ács-003","komárom-esztergom","ács","003","599","DK","SZSZB"
"142","ács-003","komárom-esztergom","ács","003","641","FIDESZ-KDNP","SZSZB"
"143","ács-003","komárom-esztergom","ács","003","597","JOBBIK","SZSZB"
"144","ács-004","komárom-esztergom","ács","004","597","JOBBIK","SZSZB"
"145","ács-004","komárom-esztergom","ács","004","599","DK","SZSZB"
"146","ács-004","komárom-esztergom","ács","004","641","FIDESZ-KDNP","SZSZB"
"147","ács-005","komárom-esztergom","ács","005","597","JOBBIK","SZSZB"
"148","ács-005","komárom-esztergom","ács","005","641","FIDESZ-KDNP","SZSZB"
"149","ács-006","komárom-esztergom","ács","006","641","FIDESZ-KDNP","SZSZB"
"150","ács-006","komárom-esztergom","ács","006","641","FIDESZ-KDNP","SZSZB"
"151","ács-006","komárom-esztergom","ács","006","597","JOBBIK","SZSZB"
"152","ács-007","komárom-esztergom","ács","007","597","JOBBIK","SZSZB"
"153","ács-007","komárom-esztergom","ács","007","641","FIDESZ-KDNP","SZSZB"
"154","ács-007","komárom-esztergom","ács","007","641","FIDESZ-KDNP","SZSZB"
"155","ács-007","komárom-esztergom","ács","007","580","LMP","SZSZB"
"156","ács-007","komárom-esztergom","ács","007","599","DK","SZSZB"
"157","ács-008","komárom-esztergom","ács","008","641","FIDESZ-KDNP","SZSZB"
"158","ács-008","komárom-esztergom","ács","008","597","JOBBIK","SZSZB"
"159","ács-008","komárom-esztergom","ács","008","599","DK","SZSZB"
"160","acsa-","pest","acsa",NA,"641","FIDESZ-KDNP","HVB"
"161","acsa-","pest","acsa",NA,NA,NA,"HVB"
"162","acsa-","pest","acsa",NA,"641","FIDESZ-KDNP","HVB"
"163","acsa-","pest","acsa",NA,"597","JOBBIK","HVB"
"164","acsád-","vas","acsád",NA,"641","FIDESZ-KDNP","HVB"
"165","acsalag-","gyor-moson-sopron","acsalag",NA,"597","JOBBIK","HVB"
"166","acsalag-","gyor-moson-sopron","acsalag",NA,"644","MSZP-PÁRBESZÉD","HVB"
"167","acsalag-","gyor-moson-sopron","acsalag",NA,"641","FIDESZ-KDNP","HVB"
"168","ácsteszér-","komárom-esztergom","ácsteszér",NA,"641","FIDESZ-KDNP","HVB"
"169","ácsteszér-","komárom-esztergom","ácsteszér",NA,"641","FIDESZ-KDNP","HVB"
"170","ácsteszér-","komárom-esztergom","ácsteszér",NA,"644","MSZP-PÁRBESZÉD","HVB"
"171","adács-001","heves","adács","001",NA,NA,"SZSZB"
"172","adács-001","heves","adács","001",NA,NA,"SZSZB"
"173","adács-001","heves","adács","001","641","FIDESZ-KDNP","SZSZB"
"174","adács-002","heves","adács","002",NA,NA,"SZSZB"
"175","adács-002","heves","adács","002",NA,NA,"SZSZB"
"176","adács-002","heves","adács","002","641","FIDESZ-KDNP","SZSZB"
"177","adács-003","heves","adács","003",NA,NA,"SZSZB"
"178","adács-003","heves","adács","003",NA,NA,"SZSZB"
"179","adács-003","heves","adács","003","641","FIDESZ-KDNP","SZSZB"
"180","ádánd-001","somogy","ádánd","001","644","MSZP-PÁRBESZÉD","SZSZB"
"181","ádánd-001","somogy","ádánd","001","597","JOBBIK","SZSZB"
"182","ádánd-001","somogy","ádánd","001","641","FIDESZ-KDNP","SZSZB"
"183","ádánd-002","somogy","ádánd","002","644","MSZP-PÁRBESZÉD","SZSZB"
"184","ádánd-002","somogy","ádánd","002","641","FIDESZ-KDNP","SZSZB"
"185","ádánd-002","somogy","ádánd","002","641","FIDESZ-KDNP","SZSZB"
"186","ádánd-002","somogy","ádánd","002","597","JOBBIK","SZSZB"
"187","adásztevel-","veszprém","adásztevel",NA,"641","FIDESZ-KDNP","HVB"
"188","adásztevel-","veszprém","adásztevel",NA,"644","MSZP-PÁRBESZÉD","HVB"
"189","adony-001","fejér","adony","001","599","DK","SZSZB"
"190","adony-001","fejér","adony","001","599","DK","SZSZB"
"191","adony-001","fejér","adony","001","641","FIDESZ-KDNP","SZSZB"
"192","adony-001","fejér","adony","001","597","JOBBIK","SZSZB"
"193","adony-002","fejér","adony","002","599","DK","SZSZB"
"194","adony-002","fejér","adony","002","599","DK","SZSZB"
"195","adony-002","fejér","adony","002","641","FIDESZ-KDNP","SZSZB"
"196","adony-003","fejér","adony","003","641","FIDESZ-KDNP","SZSZB"
"197","adony-003","fejér","adony","003","599","DK","SZSZB"
"198","adony-003","fejér","adony","003","599","DK","SZSZB"
"199","adorjánháza-","veszprém","adorjánháza",NA,"641","FIDESZ-KDNP","HVB"
"200","adorjánháza-","veszprém","adorjánháza",NA,"641","FIDESZ-KDNP","HVB"
"201","adorjás-","baranya","adorjás",NA,"641","FIDESZ-KDNP","HVB"
"202","adorjás-","baranya","adorjás",NA,"644","MSZP-PÁRBESZÉD","HVB"
"203","ágasegyháza-001","bács-kiskun","ágasegyháza","001","644","MSZP-PÁRBESZÉD","SZSZB"
"204","ágasegyháza-001","bács-kiskun","ágasegyháza","001","641","FIDESZ-KDNP","SZSZB"
"205","ágasegyháza-001","bács-kiskun","ágasegyháza","001","597","JOBBIK","SZSZB"
"206","ágasegyháza-001","bács-kiskun","ágasegyháza","001","641","FIDESZ-KDNP","SZSZB"
"207","ágasegyháza-002","bács-kiskun","ágasegyháza","002","597","JOBBIK","SZSZB"
"208","ágasegyháza-002","bács-kiskun","ágasegyháza","002","641","FIDESZ-KDNP","SZSZB"
"209","ágasegyháza-002","bács-kiskun","ágasegyháza","002","641","FIDESZ-KDNP","SZSZB"
"210","ágasegyháza-002","bács-kiskun","ágasegyháza","002","644","MSZP-PÁRBESZÉD","SZSZB"
"211","ágfalva-001","gyor-moson-sopron","ágfalva","001","641","FIDESZ-KDNP","SZSZB"
"212","ágfalva-001","gyor-moson-sopron","ágfalva","001","641","FIDESZ-KDNP","SZSZB"
"213","ágfalva-001","gyor-moson-sopron","ágfalva","001","644","MSZP-PÁRBESZÉD","SZSZB"
"214","ágfalva-002","gyor-moson-sopron","ágfalva","002","644","MSZP-PÁRBESZÉD","SZSZB"
"215","ágfalva-002","gyor-moson-sopron","ágfalva","002","641","FIDESZ-KDNP","SZSZB"
"216","ágfalva-002","gyor-moson-sopron","ágfalva","002","641","FIDESZ-KDNP","SZSZB"
"217","aggtelek-","borsod-abaúj-zemplén","aggtelek",NA,"641","FIDESZ-KDNP","HVB"
"218","aggtelek-","borsod-abaúj-zemplén","aggtelek",NA,"641","FIDESZ-KDNP","HVB"
"219","aggtelek-","borsod-abaúj-zemplén","aggtelek",NA,"597","JOBBIK","HVB"
"220","agyagosszergény-","gyor-moson-sopron","agyagosszergény",NA,"641","FIDESZ-KDNP","HVB"
"221","agyagosszergény-","gyor-moson-sopron","agyagosszergény",NA,"597","JOBBIK","HVB"
"222","ajak-001","szabolcs-szatmár-bereg","ajak","001","597","JOBBIK","SZSZB"
"223","ajak-001","szabolcs-szatmár-bereg","ajak","001","641","FIDESZ-KDNP","SZSZB"
"224","ajak-001","szabolcs-szatmár-bereg","ajak","001","597","JOBBIK","SZSZB"
"225","ajak-001","szabolcs-szatmár-bereg","ajak","001","644","MSZP-PÁRBESZÉD","SZSZB"
"226","ajak-001","szabolcs-szatmár-bereg","ajak","001","641","FIDESZ-KDNP","SZSZB"
"227","ajak-002","szabolcs-szatmár-bereg","ajak","002","641","FIDESZ-KDNP","SZSZB"
"228","ajak-002","szabolcs-szatmár-bereg","ajak","002","641","FIDESZ-KDNP","SZSZB"
"229","ajak-002","szabolcs-szatmár-bereg","ajak","002","597","JOBBIK","SZSZB"
"230","ajak-002","szabolcs-szatmár-bereg","ajak","002","597","JOBBIK","SZSZB"
"231","ajak-002","szabolcs-szatmár-bereg","ajak","002","644","MSZP-PÁRBESZÉD","SZSZB"
"232","ajak-003","szabolcs-szatmár-bereg","ajak","003","641","FIDESZ-KDNP","SZSZB"
"233","ajak-003","szabolcs-szatmár-bereg","ajak","003","597","JOBBIK","SZSZB"
"234","ajak-003","szabolcs-szatmár-bereg","ajak","003","641","FIDESZ-KDNP","SZSZB"
"235","ajak-003","szabolcs-szatmár-bereg","ajak","003","644","MSZP-PÁRBESZÉD","SZSZB"
"236","ajak-003","szabolcs-szatmár-bereg","ajak","003","597","JOBBIK","SZSZB"
"237","ajka-001","veszprém","ajka","001","644","MSZP-PÁRBESZÉD","SZSZB"
"238","ajka-001","veszprém","ajka","001","641","FIDESZ-KDNP","SZSZB"
"239","ajka-001","veszprém","ajka","001","641","FIDESZ-KDNP","SZSZB"
"240","ajka-001","veszprém","ajka","001","599","DK","SZSZB"
"241","ajka-002","veszprém","ajka","002","644","MSZP-PÁRBESZÉD","SZSZB"
"242","ajka-002","veszprém","ajka","002","641","FIDESZ-KDNP","SZSZB"
"243","ajka-002","veszprém","ajka","002","599","DK","SZSZB"
"244","ajka-002","veszprém","ajka","002","597","JOBBIK","SZSZB"
"245","ajka-002","veszprém","ajka","002","641","FIDESZ-KDNP","SZSZB"
"246","ajka-003","veszprém","ajka","003","597","JOBBIK","SZSZB"
"247","ajka-003","veszprém","ajka","003","644","MSZP-PÁRBESZÉD","SZSZB"
"248","ajka-003","veszprém","ajka","003","644","MSZP-PÁRBESZÉD","SZSZB"
"249","ajka-003","veszprém","ajka","003","641","FIDESZ-KDNP","SZSZB"
"250","ajka-003","veszprém","ajka","003","641","FIDESZ-KDNP","SZSZB"
"251","ajka-004","veszprém","ajka","004","641","FIDESZ-KDNP","SZSZB"
"252","ajka-004","veszprém","ajka","004","644","MSZP-PÁRBESZÉD","SZSZB"
"253","ajka-004","veszprém","ajka","004","644","MSZP-PÁRBESZÉD","SZSZB"
"254","ajka-004","veszprém","ajka","004","641","FIDESZ-KDNP","SZSZB"
"255","ajka-005","veszprém","ajka","005","599","DK","SZSZB"
"256","ajka-005","veszprém","ajka","005","641","FIDESZ-KDNP","SZSZB"
"257","ajka-005","veszprém","ajka","005","641","FIDESZ-KDNP","SZSZB"
"258","ajka-005","veszprém","ajka","005","644","MSZP-PÁRBESZÉD","SZSZB"
"259","ajka-006","veszprém","ajka","006","599","DK","SZSZB"
"260","ajka-006","veszprém","ajka","006","644","MSZP-PÁRBESZÉD","SZSZB"
"261","ajka-006","veszprém","ajka","006","641","FIDESZ-KDNP","SZSZB"
"262","ajka-006","veszprém","ajka","006","597","JOBBIK","SZSZB"
"263","ajka-006","veszprém","ajka","006","641","FIDESZ-KDNP","SZSZB"
"264","ajka-007","veszprém","ajka","007","599","DK","SZSZB"
"265","ajka-007","veszprém","ajka","007","641","FIDESZ-KDNP","SZSZB"
"266","ajka-007","veszprém","ajka","007","644","MSZP-PÁRBESZÉD","SZSZB"
"267","ajka-007","veszprém","ajka","007","641","FIDESZ-KDNP","SZSZB"
"268","ajka-008","veszprém","ajka","008","641","FIDESZ-KDNP","SZSZB"
"269","ajka-008","veszprém","ajka","008","644","MSZP-PÁRBESZÉD","SZSZB"
"270","ajka-008","veszprém","ajka","008","597","JOBBIK","SZSZB"
"271","ajka-009","veszprém","ajka","009","597","JOBBIK","SZSZB"
"272","ajka-009","veszprém","ajka","009","641","FIDESZ-KDNP","SZSZB"
"273","ajka-009","veszprém","ajka","009","641","FIDESZ-KDNP","SZSZB"
"274","ajka-009","veszprém","ajka","009","644","MSZP-PÁRBESZÉD","SZSZB"
"275","ajka-010","veszprém","ajka","010","597","JOBBIK","SZSZB"
"276","ajka-010","veszprém","ajka","010","644","MSZP-PÁRBESZÉD","SZSZB"
"277","ajka-010","veszprém","ajka","010","641","FIDESZ-KDNP","SZSZB"
"278","ajka-010","veszprém","ajka","010","641","FIDESZ-KDNP","SZSZB"
"279","ajka-011","veszprém","ajka","011","644","MSZP-PÁRBESZÉD","SZSZB"
"280","ajka-011","veszprém","ajka","011","597","JOBBIK","SZSZB"
"281","ajka-011","veszprém","ajka","011","641","FIDESZ-KDNP","SZSZB"
"282","ajka-011","veszprém","ajka","011","641","FIDESZ-KDNP","SZSZB"
"283","ajka-012","veszprém","ajka","012","641","FIDESZ-KDNP","SZSZB"
"284","ajka-012","veszprém","ajka","012","599","DK","SZSZB"
"285","ajka-012","veszprém","ajka","012","644","MSZP-PÁRBESZÉD","SZSZB"
"286","ajka-012","veszprém","ajka","012","597","JOBBIK","SZSZB"
"287","ajka-012","veszprém","ajka","012","641","FIDESZ-KDNP","SZSZB"
"288","ajka-013","veszprém","ajka","013","641","FIDESZ-KDNP","SZSZB"
"289","ajka-013","veszprém","ajka","013","597","JOBBIK","SZSZB"
"290","ajka-013","veszprém","ajka","013","644","MSZP-PÁRBESZÉD","SZSZB"
"291","ajka-013","veszprém","ajka","013","599","DK","SZSZB"
"292","ajka-013","veszprém","ajka","013","641","FIDESZ-KDNP","SZSZB"
"293","ajka-014","veszprém","ajka","014","597","JOBBIK","SZSZB"
"294","ajka-014","veszprém","ajka","014","599","DK","SZSZB"
"295","ajka-014","veszprém","ajka","014","644","MSZP-PÁRBESZÉD","SZSZB"
"296","ajka-014","veszprém","ajka","014","641","FIDESZ-KDNP","SZSZB"
"297","ajka-014","veszprém","ajka","014","641","FIDESZ-KDNP","SZSZB"
"298","ajka-015","veszprém","ajka","015","641","FIDESZ-KDNP","SZSZB"
"299","ajka-015","veszprém","ajka","015","644","MSZP-PÁRBESZÉD","SZSZB"
"300","ajka-015","veszprém","ajka","015","641","FIDESZ-KDNP","SZSZB"
"301","ajka-016","veszprém","ajka","016","641","FIDESZ-KDNP","SZSZB"
"302","ajka-016","veszprém","ajka","016","641","FIDESZ-KDNP","SZSZB"
"303","ajka-016","veszprém","ajka","016","644","MSZP-PÁRBESZÉD","SZSZB"
"304","ajka-016","veszprém","ajka","016","597","JOBBIK","SZSZB"
"305","ajka-016","veszprém","ajka","016","599","DK","SZSZB"
"306","ajka-017","veszprém","ajka","017","641","FIDESZ-KDNP","SZSZB"
"307","ajka-017","veszprém","ajka","017","641","FIDESZ-KDNP","SZSZB"
"308","ajka-017","veszprém","ajka","017","644","MSZP-PÁRBESZÉD","SZSZB"
"309","ajka-018","veszprém","ajka","018","641","FIDESZ-KDNP","SZSZB"
"310","ajka-018","veszprém","ajka","018","641","FIDESZ-KDNP","SZSZB"
"311","ajka-018","veszprém","ajka","018","644","MSZP-PÁRBESZÉD","SZSZB"
"312","ajka-019","veszprém","ajka","019","644","MSZP-PÁRBESZÉD","SZSZB"
"313","ajka-019","veszprém","ajka","019","641","FIDESZ-KDNP","SZSZB"
"314","ajka-019","veszprém","ajka","019","641","FIDESZ-KDNP","SZSZB"
"315","ajka-020","veszprém","ajka","020","641","FIDESZ-KDNP","SZSZB"
"316","ajka-020","veszprém","ajka","020","644","MSZP-PÁRBESZÉD","SZSZB"
"317","ajka-020","veszprém","ajka","020","597","JOBBIK","SZSZB"
"318","ajka-020","veszprém","ajka","020","641","FIDESZ-KDNP","SZSZB"
"319","ajka-021","veszprém","ajka","021","641","FIDESZ-KDNP","SZSZB"
"320","ajka-021","veszprém","ajka","021","599","DK","SZSZB"
"321","ajka-021","veszprém","ajka","021","641","FIDESZ-KDNP","SZSZB"
"322","ajka-021","veszprém","ajka","021","644","MSZP-PÁRBESZÉD","SZSZB"
"323","ajka-022","veszprém","ajka","022","597","JOBBIK","SZSZB"
"324","ajka-022","veszprém","ajka","022","597","JOBBIK","SZSZB"
"325","ajka-022","veszprém","ajka","022","644","MSZP-PÁRBESZÉD","SZSZB"
"326","ajka-022","veszprém","ajka","022","641","FIDESZ-KDNP","SZSZB"
"327","ajka-022","veszprém","ajka","022","641","FIDESZ-KDNP","SZSZB"
"328","ajka-023","veszprém","ajka","023","641","FIDESZ-KDNP","SZSZB"
"329","ajka-023","veszprém","ajka","023","599","DK","SZSZB"
"330","ajka-023","veszprém","ajka","023","641","FIDESZ-KDNP","SZSZB"
"331","ajka-023","veszprém","ajka","023","644","MSZP-PÁRBESZÉD","SZSZB"
"332","ajka-023","veszprém","ajka","023","597","JOBBIK","SZSZB"
"333","ajka-024","veszprém","ajka","024","597","JOBBIK","SZSZB"
"334","ajka-024","veszprém","ajka","024","599","DK","SZSZB"
"335","ajka-024","veszprém","ajka","024","641","FIDESZ-KDNP","SZSZB"
"336","ajka-024","veszprém","ajka","024","641","FIDESZ-KDNP","SZSZB"
