"","id","megye","telepules","oevk_szam","jelolo_code","jelolo","biz_szint"
"9433","dombóvár-014","tolna","dombóvár","014","597","JOBBIK","SZSZB"
"9434","dombóvár-015","tolna","dombóvár","015","641","FIDESZ-KDNP","SZSZB"
"9435","dombóvár-015","tolna","dombóvár","015","597","JOBBIK","SZSZB"
"9436","dombóvár-015","tolna","dombóvár","015","644","MSZP-PÁRBESZÉD","SZSZB"
"9437","dombóvár-016","tolna","dombóvár","016","641","FIDESZ-KDNP","SZSZB"
"9438","dombóvár-016","tolna","dombóvár","016","597","JOBBIK","SZSZB"
"9439","dombóvár-017","tolna","dombóvár","017","641","FIDESZ-KDNP","SZSZB"
"9440","dombóvár-017","tolna","dombóvár","017","597","JOBBIK","SZSZB"
"9441","dombóvár-018","tolna","dombóvár","018","597","JOBBIK","SZSZB"
"9442","dombóvár-018","tolna","dombóvár","018","597","JOBBIK","SZSZB"
"9443","dombóvár-018","tolna","dombóvár","018","641","FIDESZ-KDNP","SZSZB"
"9444","dombóvár-019","tolna","dombóvár","019","597","JOBBIK","SZSZB"
"9445","dombóvár-019","tolna","dombóvár","019","641","FIDESZ-KDNP","SZSZB"
"9446","dombóvár-02","tolna","dombóvár","02",NA,NA,"OEVB"
"9447","dombóvár-02","tolna","dombóvár","02","641","FIDESZ-KDNP","OEVB"
"9448","dombóvár-02","tolna","dombóvár","02",NA,NA,"OEVB"
"9449","dombóvár-020","tolna","dombóvár","020","597","JOBBIK","SZSZB"
"9450","dombóvár-020","tolna","dombóvár","020","641","FIDESZ-KDNP","SZSZB"
"9451","dombóvár-021","tolna","dombóvár","021","641","FIDESZ-KDNP","SZSZB"
"9452","dombóvár-022","tolna","dombóvár","022","644","MSZP-PÁRBESZÉD","SZSZB"
"9453","dombóvár-022","tolna","dombóvár","022","597","JOBBIK","SZSZB"
"9454","dombóvár-022","tolna","dombóvár","022","641","FIDESZ-KDNP","SZSZB"
"9455","dombrád-001","szabolcs-szatmár-bereg","dombrád","001","597","JOBBIK","SZSZB"
"9456","dombrád-001","szabolcs-szatmár-bereg","dombrád","001","597","JOBBIK","SZSZB"
"9457","dombrád-001","szabolcs-szatmár-bereg","dombrád","001","641","FIDESZ-KDNP","SZSZB"
"9458","dombrád-001","szabolcs-szatmár-bereg","dombrád","001",NA,NA,"SZSZB"
"9459","dombrád-001","szabolcs-szatmár-bereg","dombrád","001","641","FIDESZ-KDNP","SZSZB"
"9460","dombrád-002","szabolcs-szatmár-bereg","dombrád","002","597","JOBBIK","SZSZB"
"9461","dombrád-002","szabolcs-szatmár-bereg","dombrád","002",NA,NA,"SZSZB"
"9462","dombrád-002","szabolcs-szatmár-bereg","dombrád","002","597","JOBBIK","SZSZB"
"9463","dombrád-002","szabolcs-szatmár-bereg","dombrád","002","641","FIDESZ-KDNP","SZSZB"
"9464","dombrád-002","szabolcs-szatmár-bereg","dombrád","002","641","FIDESZ-KDNP","SZSZB"
"9465","dombrád-003","szabolcs-szatmár-bereg","dombrád","003","641","FIDESZ-KDNP","SZSZB"
"9466","dombrád-003","szabolcs-szatmár-bereg","dombrád","003","597","JOBBIK","SZSZB"
"9467","dombrád-003","szabolcs-szatmár-bereg","dombrád","003",NA,NA,"SZSZB"
"9468","dombrád-003","szabolcs-szatmár-bereg","dombrád","003","597","JOBBIK","SZSZB"
"9469","dombrád-003","szabolcs-szatmár-bereg","dombrád","003","641","FIDESZ-KDNP","SZSZB"
"9470","domony-001","pest","domony","001","641","FIDESZ-KDNP","SZSZB"
"9471","domony-001","pest","domony","001","597","JOBBIK","SZSZB"
"9472","domony-001","pest","domony","001","580","LMP","SZSZB"
"9473","domony-001","pest","domony","001","641","FIDESZ-KDNP","SZSZB"
"9474","domony-001","pest","domony","001","599","DK","SZSZB"
"9475","domony-002","pest","domony","002","641","FIDESZ-KDNP","SZSZB"
"9476","domony-002","pest","domony","002","597","JOBBIK","SZSZB"
"9477","domony-002","pest","domony","002","641","FIDESZ-KDNP","SZSZB"
"9478","domony-003","pest","domony","003","597","JOBBIK","SZSZB"
"9479","domony-003","pest","domony","003","641","FIDESZ-KDNP","SZSZB"
"9480","dömös-","komárom-esztergom","dömös",NA,"597","JOBBIK","HVB"
"9481","dömös-","komárom-esztergom","dömös",NA,"641","FIDESZ-KDNP","HVB"
"9482","dömös-","komárom-esztergom","dömös",NA,"641","FIDESZ-KDNP","HVB"
"9483","domoszló-001","heves","domoszló","001","641","FIDESZ-KDNP","SZSZB"
"9484","domoszló-001","heves","domoszló","001","597","JOBBIK","SZSZB"
"9485","domoszló-001","heves","domoszló","001","641","FIDESZ-KDNP","SZSZB"
"9486","domoszló-001","heves","domoszló","001","597","JOBBIK","SZSZB"
"9487","domoszló-002","heves","domoszló","002","597","JOBBIK","SZSZB"
"9488","domoszló-002","heves","domoszló","002","641","FIDESZ-KDNP","SZSZB"
"9489","domoszló-002","heves","domoszló","002","597","JOBBIK","SZSZB"
"9490","domoszló-002","heves","domoszló","002","641","FIDESZ-KDNP","SZSZB"
"9491","dömsöd-001","pest","dömsöd","001","597","JOBBIK","SZSZB"
"9492","dömsöd-001","pest","dömsöd","001","641","FIDESZ-KDNP","SZSZB"
"9493","dömsöd-001","pest","dömsöd","001","644","MSZP-PÁRBESZÉD","SZSZB"
"9494","dömsöd-002","pest","dömsöd","002","641","FIDESZ-KDNP","SZSZB"
"9495","dömsöd-002","pest","dömsöd","002","597","JOBBIK","SZSZB"
"9496","dömsöd-002","pest","dömsöd","002","641","FIDESZ-KDNP","SZSZB"
"9497","dömsöd-002","pest","dömsöd","002","644","MSZP-PÁRBESZÉD","SZSZB"
"9498","dömsöd-002","pest","dömsöd","002","597","JOBBIK","SZSZB"
"9499","dömsöd-002","pest","dömsöd","002","644","MSZP-PÁRBESZÉD","SZSZB"
"9500","dömsöd-003","pest","dömsöd","003","641","FIDESZ-KDNP","SZSZB"
"9501","dömsöd-003","pest","dömsöd","003","597","JOBBIK","SZSZB"
"9502","dömsöd-003","pest","dömsöd","003","644","MSZP-PÁRBESZÉD","SZSZB"
"9503","dömsöd-004","pest","dömsöd","004","641","FIDESZ-KDNP","SZSZB"
"9504","dömsöd-004","pest","dömsöd","004","597","JOBBIK","SZSZB"
"9505","dömsöd-004","pest","dömsöd","004","644","MSZP-PÁRBESZÉD","SZSZB"
"9506","dömsöd-004","pest","dömsöd","004","641","FIDESZ-KDNP","SZSZB"
"9507","dömsöd-005","pest","dömsöd","005","644","MSZP-PÁRBESZÉD","SZSZB"
"9508","dömsöd-005","pest","dömsöd","005","641","FIDESZ-KDNP","SZSZB"
"9509","dömsöd-005","pest","dömsöd","005","597","JOBBIK","SZSZB"
"9510","dömsöd-005","pest","dömsöd","005","641","FIDESZ-KDNP","SZSZB"
"9511","dör-","gyor-moson-sopron","dör",NA,"597","JOBBIK","HVB"
"9512","dör-","gyor-moson-sopron","dör",NA,"641","FIDESZ-KDNP","HVB"
"9513","dör-","gyor-moson-sopron","dör",NA,"599","DK","HVB"
"9514","dormánd-","heves","dormánd",NA,"641","FIDESZ-KDNP","HVB"
"9515","dormánd-","heves","dormánd",NA,"644","MSZP-PÁRBESZÉD","HVB"
"9516","dormánd-","heves","dormánd",NA,"597","JOBBIK","HVB"
"9517","dorog-001","komárom-esztergom","dorog","001",NA,NA,"SZSZB"
"9518","dorog-001","komárom-esztergom","dorog","001",NA,NA,"SZSZB"
"9519","dorog-001","komárom-esztergom","dorog","001","641","FIDESZ-KDNP","SZSZB"
"9520","dorog-001","komárom-esztergom","dorog","001","641","FIDESZ-KDNP","SZSZB"
"9521","dorog-001","komárom-esztergom","dorog","001",NA,NA,"SZSZB"
"9522","dorog-002","komárom-esztergom","dorog","002",NA,NA,"SZSZB"
"9523","dorog-002","komárom-esztergom","dorog","002","641","FIDESZ-KDNP","SZSZB"
"9524","dorog-002","komárom-esztergom","dorog","002",NA,NA,"SZSZB"
"9525","dorog-003","komárom-esztergom","dorog","003",NA,NA,"SZSZB"
"9526","dorog-003","komárom-esztergom","dorog","003","641","FIDESZ-KDNP","SZSZB"
"9527","dorog-003","komárom-esztergom","dorog","003","641","FIDESZ-KDNP","SZSZB"
"9528","dorog-003","komárom-esztergom","dorog","003",NA,NA,"SZSZB"
"9529","dorog-004","komárom-esztergom","dorog","004",NA,NA,"SZSZB"
"9530","dorog-004","komárom-esztergom","dorog","004","641","FIDESZ-KDNP","SZSZB"
"9531","dorog-004","komárom-esztergom","dorog","004",NA,NA,"SZSZB"
"9532","dorog-004","komárom-esztergom","dorog","004","641","FIDESZ-KDNP","SZSZB"
"9533","dorog-004","komárom-esztergom","dorog","004",NA,NA,"SZSZB"
"9534","dorog-005","komárom-esztergom","dorog","005","641","FIDESZ-KDNP","SZSZB"
"9535","dorog-005","komárom-esztergom","dorog","005","641","FIDESZ-KDNP","SZSZB"
"9536","dorog-005","komárom-esztergom","dorog","005",NA,NA,"SZSZB"
"9537","dorog-005","komárom-esztergom","dorog","005",NA,NA,"SZSZB"
"9538","dorog-006","komárom-esztergom","dorog","006","641","FIDESZ-KDNP","SZSZB"
"9539","dorog-006","komárom-esztergom","dorog","006",NA,NA,"SZSZB"
"9540","dorog-006","komárom-esztergom","dorog","006",NA,NA,"SZSZB"
"9541","dorog-006","komárom-esztergom","dorog","006","641","FIDESZ-KDNP","SZSZB"
"9542","dorog-006","komárom-esztergom","dorog","006",NA,NA,"SZSZB"
"9543","dorog-007","komárom-esztergom","dorog","007",NA,NA,"SZSZB"
"9544","dorog-007","komárom-esztergom","dorog","007","641","FIDESZ-KDNP","SZSZB"
"9545","dorog-007","komárom-esztergom","dorog","007",NA,NA,"SZSZB"
"9546","dorog-007","komárom-esztergom","dorog","007",NA,NA,"SZSZB"
"9547","dorog-007","komárom-esztergom","dorog","007","641","FIDESZ-KDNP","SZSZB"
"9548","dorog-008","komárom-esztergom","dorog","008",NA,NA,"SZSZB"
"9549","dorog-008","komárom-esztergom","dorog","008","641","FIDESZ-KDNP","SZSZB"
"9550","dorog-008","komárom-esztergom","dorog","008",NA,NA,"SZSZB"
"9551","dorog-008","komárom-esztergom","dorog","008","641","FIDESZ-KDNP","SZSZB"
"9552","dorog-008","komárom-esztergom","dorog","008",NA,NA,"SZSZB"
"9553","dorog-009","komárom-esztergom","dorog","009","641","FIDESZ-KDNP","SZSZB"
"9554","dorog-009","komárom-esztergom","dorog","009",NA,NA,"SZSZB"
"9555","dorog-009","komárom-esztergom","dorog","009","641","FIDESZ-KDNP","SZSZB"
"9556","dorog-009","komárom-esztergom","dorog","009",NA,NA,"SZSZB"
"9557","dorog-010","komárom-esztergom","dorog","010",NA,NA,"SZSZB"
"9558","dorog-010","komárom-esztergom","dorog","010",NA,NA,"SZSZB"
"9559","dorog-010","komárom-esztergom","dorog","010","641","FIDESZ-KDNP","SZSZB"
"9560","dorog-010","komárom-esztergom","dorog","010","641","FIDESZ-KDNP","SZSZB"
"9561","dorogháza-001","nógrád","dorogháza","001","641","FIDESZ-KDNP","SZSZB"
"9562","dorogháza-001","nógrád","dorogháza","001","641","FIDESZ-KDNP","SZSZB"
"9563","dorogháza-001","nógrád","dorogháza","001","644","MSZP-PÁRBESZÉD","SZSZB"
"9564","dorogháza-001","nógrád","dorogháza","001","597","JOBBIK","SZSZB"
"9565","dorogháza-002","nógrád","dorogháza","002","641","FIDESZ-KDNP","SZSZB"
"9566","dorogháza-002","nógrád","dorogháza","002","641","FIDESZ-KDNP","SZSZB"
"9567","dorogháza-002","nógrád","dorogháza","002","597","JOBBIK","SZSZB"
"9568","dorogháza-002","nógrád","dorogháza","002","644","MSZP-PÁRBESZÉD","SZSZB"
"9569","döröske-","vas","döröske",NA,"641","FIDESZ-KDNP","HVB"
"9570","dötk-","zala","dötk",NA,"641","FIDESZ-KDNP","HVB"
"9571","dövény-","borsod-abaúj-zemplén","dövény",NA,"641","FIDESZ-KDNP","HVB"
"9572","dozmat-","vas","dozmat",NA,"641","FIDESZ-KDNP","HVB"
"9573","dozmat-","vas","dozmat",NA,"597","JOBBIK","HVB"
"9574","drágszél-","bács-kiskun","drágszél",NA,"641","FIDESZ-KDNP","HVB"
"9575","drágszél-","bács-kiskun","drágszél",NA,"641","FIDESZ-KDNP","HVB"
"9576","drágszél-","bács-kiskun","drágszél",NA,"597","JOBBIK","HVB"
"9577","drávacsehi-","baranya","drávacsehi",NA,"644","MSZP-PÁRBESZÉD","HVB"
"9578","drávacsehi-","baranya","drávacsehi",NA,"641","FIDESZ-KDNP","HVB"
"9579","drávacsepely-","baranya","drávacsepely",NA,"599","DK","HVB"
"9580","drávafok-","baranya","drávafok",NA,"644","MSZP-PÁRBESZÉD","HVB"
"9581","drávafok-","baranya","drávafok",NA,"641","FIDESZ-KDNP","HVB"
"9582","drávagárdony-","somogy","drávagárdony",NA,"641","FIDESZ-KDNP","HVB"
"9583","drávapalkonya-","baranya","drávapalkonya",NA,"641","FIDESZ-KDNP","HVB"
"9584","drávapalkonya-","baranya","drávapalkonya",NA,"599","DK","HVB"
"9585","drávaszabolcs-","baranya","drávaszabolcs",NA,"641","FIDESZ-KDNP","HVB"
"9586","drávaszabolcs-","baranya","drávaszabolcs",NA,"599","DK","HVB"
"9587","drávatamási-","somogy","drávatamási",NA,"597","JOBBIK","HVB"
"9588","drávatamási-","somogy","drávatamási",NA,"641","FIDESZ-KDNP","HVB"
"9589","drávatamási-","somogy","drávatamási",NA,"641","FIDESZ-KDNP","HVB"
"9590","drégelypalánk-","nógrád","drégelypalánk",NA,"597","JOBBIK","HVB"
"9591","drégelypalánk-","nógrád","drégelypalánk",NA,"644","MSZP-PÁRBESZÉD","HVB"
"9592","drégelypalánk-","nógrád","drégelypalánk",NA,"641","FIDESZ-KDNP","HVB"
"9593","drégelypalánk-","nógrád","drégelypalánk",NA,"641","FIDESZ-KDNP","HVB"
"9594","dubicsány-","borsod-abaúj-zemplén","dubicsány",NA,"641","FIDESZ-KDNP","HVB"
"9595","dubicsány-","borsod-abaúj-zemplén","dubicsány",NA,"641","FIDESZ-KDNP","HVB"
"9596","dubicsány-","borsod-abaúj-zemplén","dubicsány",NA,"597","JOBBIK","HVB"
"9597","dudar-001","veszprém","dudar","001","641","FIDESZ-KDNP","SZSZB"
"9598","dudar-001","veszprém","dudar","001","644","MSZP-PÁRBESZÉD","SZSZB"
"9599","dudar-002","veszprém","dudar","002","641","FIDESZ-KDNP","SZSZB"
"9600","dudar-002","veszprém","dudar","002",NA,NA,"SZSZB"
"9601","duka-","vas","duka",NA,"641","FIDESZ-KDNP","HVB"
"9602","dunaalmás-001","komárom-esztergom","dunaalmás","001","597","JOBBIK","SZSZB"
"9603","dunaalmás-001","komárom-esztergom","dunaalmás","001","641","FIDESZ-KDNP","SZSZB"
"9604","dunaalmás-001","komárom-esztergom","dunaalmás","001","641","FIDESZ-KDNP","SZSZB"
"9605","dunaalmás-001","komárom-esztergom","dunaalmás","001","597","JOBBIK","SZSZB"
"9606","dunaalmás-001","komárom-esztergom","dunaalmás","001","599","DK","SZSZB"
"9607","dunaalmás-002","komárom-esztergom","dunaalmás","002","597","JOBBIK","SZSZB"
"9608","dunaalmás-002","komárom-esztergom","dunaalmás","002","641","FIDESZ-KDNP","SZSZB"
"9609","dunaalmás-002","komárom-esztergom","dunaalmás","002","641","FIDESZ-KDNP","SZSZB"
"9610","dunabogdány-001","pest","dunabogdány","001","599","DK","SZSZB"
"9611","dunabogdány-001","pest","dunabogdány","001","544","MKKP","SZSZB"
"9612","dunabogdány-001","pest","dunabogdány","001","641","FIDESZ-KDNP","SZSZB"
"9613","dunabogdány-001","pest","dunabogdány","001","641","FIDESZ-KDNP","SZSZB"
"9614","dunabogdány-002","pest","dunabogdány","002","536","EGYÜTT","SZSZB"
"9615","dunabogdány-002","pest","dunabogdány","002","599","DK","SZSZB"
"9616","dunabogdány-002","pest","dunabogdány","002","599","DK","SZSZB"
"9617","dunabogdány-002","pest","dunabogdány","002","641","FIDESZ-KDNP","SZSZB"
"9618","dunabogdány-002","pest","dunabogdány","002","641","FIDESZ-KDNP","SZSZB"
"9619","dunabogdány-003","pest","dunabogdány","003","641","FIDESZ-KDNP","SZSZB"
"9620","dunabogdány-003","pest","dunabogdány","003","641","FIDESZ-KDNP","SZSZB"
"9621","dunabogdány-003","pest","dunabogdány","003","599","DK","SZSZB"
"9622","dunabogdány-003","pest","dunabogdány","003","599","DK","SZSZB"
"9623","dunaegyháza-001","bács-kiskun","dunaegyháza","001","597","JOBBIK","SZSZB"
"9624","dunaegyháza-001","bács-kiskun","dunaegyháza","001","641","FIDESZ-KDNP","SZSZB"
"9625","dunaegyháza-001","bács-kiskun","dunaegyháza","001","641","FIDESZ-KDNP","SZSZB"
"9626","dunaegyháza-002","bács-kiskun","dunaegyháza","002","641","FIDESZ-KDNP","SZSZB"
"9627","dunaegyháza-002","bács-kiskun","dunaegyháza","002","597","JOBBIK","SZSZB"
"9628","dunaegyháza-002","bács-kiskun","dunaegyháza","002","599","DK","SZSZB"
"9629","dunaegyháza-002","bács-kiskun","dunaegyháza","002","641","FIDESZ-KDNP","SZSZB"
"9630","dunafalva-","bács-kiskun","dunafalva",NA,"597","JOBBIK","HVB"
"9631","dunafalva-","bács-kiskun","dunafalva",NA,"644","MSZP-PÁRBESZÉD","HVB"
"9632","dunafalva-","bács-kiskun","dunafalva",NA,"641","FIDESZ-KDNP","HVB"
"9633","dunafalva-","bács-kiskun","dunafalva",NA,"644","MSZP-PÁRBESZÉD","HVB"
"9634","dunaföldvár-001","tolna","dunaföldvár","001","597","JOBBIK","SZSZB"
"9635","dunaföldvár-001","tolna","dunaföldvár","001","641","FIDESZ-KDNP","SZSZB"
"9636","dunaföldvár-001","tolna","dunaföldvár","001","641","FIDESZ-KDNP","SZSZB"
"9637","dunaföldvár-002","tolna","dunaföldvár","002","641","FIDESZ-KDNP","SZSZB"
"9638","dunaföldvár-002","tolna","dunaföldvár","002","597","JOBBIK","SZSZB"
"9639","dunaföldvár-003","tolna","dunaföldvár","003","641","FIDESZ-KDNP","SZSZB"
"9640","dunaföldvár-003","tolna","dunaföldvár","003","597","JOBBIK","SZSZB"
"9641","dunaföldvár-003","tolna","dunaföldvár","003","641","FIDESZ-KDNP","SZSZB"
"9642","dunaföldvár-004","tolna","dunaföldvár","004","641","FIDESZ-KDNP","SZSZB"
"9643","dunaföldvár-004","tolna","dunaföldvár","004","597","JOBBIK","SZSZB"
"9644","dunaföldvár-005","tolna","dunaföldvár","005","641","FIDESZ-KDNP","SZSZB"
"9645","dunaföldvár-005","tolna","dunaföldvár","005","641","FIDESZ-KDNP","SZSZB"
"9646","dunaföldvár-005","tolna","dunaföldvár","005","597","JOBBIK","SZSZB"
"9647","dunaföldvár-006","tolna","dunaföldvár","006","641","FIDESZ-KDNP","SZSZB"
"9648","dunaföldvár-006","tolna","dunaföldvár","006","641","FIDESZ-KDNP","SZSZB"
"9649","dunaföldvár-006","tolna","dunaföldvár","006","597","JOBBIK","SZSZB"
"9650","dunaföldvár-007","tolna","dunaföldvár","007","641","FIDESZ-KDNP","SZSZB"
"9651","dunaföldvár-007","tolna","dunaföldvár","007","597","JOBBIK","SZSZB"
"9652","dunaföldvár-007","tolna","dunaföldvár","007","641","FIDESZ-KDNP","SZSZB"
"9653","dunaföldvár-008","tolna","dunaföldvár","008","641","FIDESZ-KDNP","SZSZB"
"9654","dunaföldvár-008","tolna","dunaföldvár","008","641","FIDESZ-KDNP","SZSZB"
"9655","dunaföldvár-009","tolna","dunaföldvár","009","641","FIDESZ-KDNP","SZSZB"
"9656","dunaharaszti-001","pest","dunaharaszti","001","597","JOBBIK","SZSZB"
"9657","dunaharaszti-001","pest","dunaharaszti","001","644","MSZP-PÁRBESZÉD","SZSZB"
"9658","dunaharaszti-001","pest","dunaharaszti","001","641","FIDESZ-KDNP","SZSZB"
"9659","dunaharaszti-002","pest","dunaharaszti","002","597","JOBBIK","SZSZB"
"9660","dunaharaszti-002","pest","dunaharaszti","002","641","FIDESZ-KDNP","SZSZB"
"9661","dunaharaszti-002","pest","dunaharaszti","002","644","MSZP-PÁRBESZÉD","SZSZB"
"9662","dunaharaszti-003","pest","dunaharaszti","003","641","FIDESZ-KDNP","SZSZB"
"9663","dunaharaszti-003","pest","dunaharaszti","003","644","MSZP-PÁRBESZÉD","SZSZB"
"9664","dunaharaszti-004","pest","dunaharaszti","004","597","JOBBIK","SZSZB"
"9665","dunaharaszti-004","pest","dunaharaszti","004","641","FIDESZ-KDNP","SZSZB"
"9666","dunaharaszti-004","pest","dunaharaszti","004","644","MSZP-PÁRBESZÉD","SZSZB"
"9667","dunaharaszti-005","pest","dunaharaszti","005","644","MSZP-PÁRBESZÉD","SZSZB"
"9668","dunaharaszti-005","pest","dunaharaszti","005","641","FIDESZ-KDNP","SZSZB"
"9669","dunaharaszti-005","pest","dunaharaszti","005","597","JOBBIK","SZSZB"
"9670","dunaharaszti-005","pest","dunaharaszti","005","641","FIDESZ-KDNP","SZSZB"
"9671","dunaharaszti-006","pest","dunaharaszti","006","644","MSZP-PÁRBESZÉD","SZSZB"
"9672","dunaharaszti-006","pest","dunaharaszti","006","641","FIDESZ-KDNP","SZSZB"
"9673","dunaharaszti-006","pest","dunaharaszti","006","641","FIDESZ-KDNP","SZSZB"
"9674","dunaharaszti-006","pest","dunaharaszti","006","597","JOBBIK","SZSZB"
"9675","dunaharaszti-007","pest","dunaharaszti","007","641","FIDESZ-KDNP","SZSZB"
"9676","dunaharaszti-007","pest","dunaharaszti","007","644","MSZP-PÁRBESZÉD","SZSZB"
"9677","dunaharaszti-007","pest","dunaharaszti","007","641","FIDESZ-KDNP","SZSZB"
"9678","dunaharaszti-007","pest","dunaharaszti","007","597","JOBBIK","SZSZB"
"9679","dunaharaszti-008","pest","dunaharaszti","008","644","MSZP-PÁRBESZÉD","SZSZB"
"9680","dunaharaszti-008","pest","dunaharaszti","008","641","FIDESZ-KDNP","SZSZB"
"9681","dunaharaszti-008","pest","dunaharaszti","008","597","JOBBIK","SZSZB"
"9682","dunaharaszti-009","pest","dunaharaszti","009","644","MSZP-PÁRBESZÉD","SZSZB"
"9683","dunaharaszti-009","pest","dunaharaszti","009","641","FIDESZ-KDNP","SZSZB"
"9684","dunaharaszti-009","pest","dunaharaszti","009","597","JOBBIK","SZSZB"
"9685","dunaharaszti-010","pest","dunaharaszti","010","644","MSZP-PÁRBESZÉD","SZSZB"
"9686","dunaharaszti-010","pest","dunaharaszti","010","641","FIDESZ-KDNP","SZSZB"
"9687","dunaharaszti-010","pest","dunaharaszti","010","597","JOBBIK","SZSZB"
"9688","dunaharaszti-011","pest","dunaharaszti","011","597","JOBBIK","SZSZB"
"9689","dunaharaszti-011","pest","dunaharaszti","011","644","MSZP-PÁRBESZÉD","SZSZB"
"9690","dunaharaszti-011","pest","dunaharaszti","011","641","FIDESZ-KDNP","SZSZB"
"9691","dunaharaszti-012","pest","dunaharaszti","012","597","JOBBIK","SZSZB"
"9692","dunaharaszti-012","pest","dunaharaszti","012","641","FIDESZ-KDNP","SZSZB"
"9693","dunaharaszti-012","pest","dunaharaszti","012","644","MSZP-PÁRBESZÉD","SZSZB"
"9694","dunaharaszti-013","pest","dunaharaszti","013","597","JOBBIK","SZSZB"
"9695","dunaharaszti-013","pest","dunaharaszti","013","641","FIDESZ-KDNP","SZSZB"
"9696","dunaharaszti-013","pest","dunaharaszti","013","644","MSZP-PÁRBESZÉD","SZSZB"
"9697","dunaharaszti-014","pest","dunaharaszti","014","641","FIDESZ-KDNP","SZSZB"
"9698","dunaharaszti-014","pest","dunaharaszti","014","641","FIDESZ-KDNP","SZSZB"
"9699","dunaharaszti-014","pest","dunaharaszti","014","644","MSZP-PÁRBESZÉD","SZSZB"
"9700","dunaharaszti-015","pest","dunaharaszti","015","641","FIDESZ-KDNP","SZSZB"
"9701","dunaharaszti-015","pest","dunaharaszti","015","644","MSZP-PÁRBESZÉD","SZSZB"
"9702","dunaharaszti-016","pest","dunaharaszti","016","641","FIDESZ-KDNP","SZSZB"
"9703","dunaharaszti-016","pest","dunaharaszti","016","644","MSZP-PÁRBESZÉD","SZSZB"
"9704","dunakeszi-001","pest","dunakeszi","001","599","DK","SZSZB"
"9705","dunakeszi-001","pest","dunakeszi","001","641","FIDESZ-KDNP","SZSZB"
"9706","dunakeszi-001","pest","dunakeszi","001","641","FIDESZ-KDNP","SZSZB"
"9707","dunakeszi-001","pest","dunakeszi","001","597","JOBBIK","SZSZB"
"9708","dunakeszi-001","pest","dunakeszi","001","536","EGYÜTT","SZSZB"
"9709","dunakeszi-002","pest","dunakeszi","002","599","DK","SZSZB"
"9710","dunakeszi-002","pest","dunakeszi","002","597","JOBBIK","SZSZB"
"9711","dunakeszi-002","pest","dunakeszi","002","641","FIDESZ-KDNP","SZSZB"
"9712","dunakeszi-003","pest","dunakeszi","003","641","FIDESZ-KDNP","SZSZB"
"9713","dunakeszi-003","pest","dunakeszi","003","597","JOBBIK","SZSZB"
"9714","dunakeszi-004","pest","dunakeszi","004","599","DK","SZSZB"
"9715","dunakeszi-004","pest","dunakeszi","004","536","EGYÜTT","SZSZB"
"9716","dunakeszi-004","pest","dunakeszi","004","597","JOBBIK","SZSZB"
"9717","dunakeszi-004","pest","dunakeszi","004","641","FIDESZ-KDNP","SZSZB"
"9718","dunakeszi-005","pest","dunakeszi","005","599","DK","SZSZB"
"9719","dunakeszi-005","pest","dunakeszi","005","641","FIDESZ-KDNP","SZSZB"
"9720","dunakeszi-005","pest","dunakeszi","005","641","FIDESZ-KDNP","SZSZB"
"9721","dunakeszi-005","pest","dunakeszi","005","597","JOBBIK","SZSZB"
"9722","dunakeszi-006","pest","dunakeszi","006","641","FIDESZ-KDNP","SZSZB"
"9723","dunakeszi-006","pest","dunakeszi","006","597","JOBBIK","SZSZB"
"9724","dunakeszi-006","pest","dunakeszi","006","641","FIDESZ-KDNP","SZSZB"
"9725","dunakeszi-007","pest","dunakeszi","007","641","FIDESZ-KDNP","SZSZB"
"9726","dunakeszi-007","pest","dunakeszi","007","597","JOBBIK","SZSZB"
"9727","dunakeszi-008","pest","dunakeszi","008","641","FIDESZ-KDNP","SZSZB"
"9728","dunakeszi-008","pest","dunakeszi","008","641","FIDESZ-KDNP","SZSZB"
"9729","dunakeszi-008","pest","dunakeszi","008","597","JOBBIK","SZSZB"
"9730","dunakeszi-009","pest","dunakeszi","009","597","JOBBIK","SZSZB"
"9731","dunakeszi-009","pest","dunakeszi","009","641","FIDESZ-KDNP","SZSZB"
"9732","dunakeszi-010","pest","dunakeszi","010","641","FIDESZ-KDNP","SZSZB"
"9733","dunakeszi-010","pest","dunakeszi","010","597","JOBBIK","SZSZB"
"9734","dunakeszi-010","pest","dunakeszi","010","599","DK","SZSZB"
"9735","dunakeszi-010","pest","dunakeszi","010","641","FIDESZ-KDNP","SZSZB"
"9736","dunakeszi-011","pest","dunakeszi","011","597","JOBBIK","SZSZB"
"9737","dunakeszi-011","pest","dunakeszi","011","599","DK","SZSZB"
"9738","dunakeszi-011","pest","dunakeszi","011","641","FIDESZ-KDNP","SZSZB"
"9739","dunakeszi-011","pest","dunakeszi","011","641","FIDESZ-KDNP","SZSZB"
"9740","dunakeszi-012","pest","dunakeszi","012","641","FIDESZ-KDNP","SZSZB"
"9741","dunakeszi-012","pest","dunakeszi","012","641","FIDESZ-KDNP","SZSZB"
"9742","dunakeszi-012","pest","dunakeszi","012","599","DK","SZSZB"
"9743","dunakeszi-012","pest","dunakeszi","012","597","JOBBIK","SZSZB"
"9744","dunakeszi-013","pest","dunakeszi","013","597","JOBBIK","SZSZB"
"9745","dunakeszi-013","pest","dunakeszi","013","599","DK","SZSZB"
"9746","dunakeszi-013","pest","dunakeszi","013","641","FIDESZ-KDNP","SZSZB"
